backbone,dataset,method,rank,seed,protocol,metric_type,task_type,n5_metric,r8_baseline_metric,paired_bad_diff_vs_r8,direction,n5_checkpoint,r8_checkpoint
chemberta2,esol,lora,2,2,scaffold,rmse,regression,1.0745463478633017,1.06847809126746,0.006068256595841648,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,lora,32,0,scaffold,rmse,regression,0.747775952553596,0.7722132076984445,-0.024437255144848513,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,lora,32,1,scaffold,rmse,regression,1.0054962391567226,0.9119242576279227,0.09357198152879986,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,lora,32,2,scaffold,rmse,regression,1.06393475991128,1.06847809126746,-0.004543331356180014,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,2,0,scaffold,rmse,regression,0.7959394760316988,0.7737233568081575,0.022216119223541275,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,2,1,scaffold,rmse,regression,0.9626373515033262,0.9920034162708646,-0.029366064767538447,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,2,2,scaffold,rmse,regression,1.070246116640049,1.0677147965894633,0.0025313200505856503,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,32,0,scaffold,rmse,regression,0.7468355495616081,0.7737233568081575,-0.026887807246549378,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,32,1,scaffold,rmse,regression,1.004929907522815,0.9920034162708646,0.012926491251950445,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,32,2,scaffold,rmse,regression,1.040854779784285,1.0677147965894633,-0.026860016805178244,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,2,0,scaffold,rmse,regression,0.7406030305589753,0.7156973573177254,0.024905673241249815,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,2,1,scaffold,rmse,regression,0.720690967488286,0.7192317757762267,0.0014591917120593267,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,2,2,scaffold,rmse,regression,0.8399284497510138,0.7994629592163899,0.040465490534623894,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,32,0,scaffold,rmse,regression,0.7335716073591413,0.7156973573177254,0.01787425004141585,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,32,1,scaffold,rmse,regression,0.717402771200353,0.7192317757762267,-0.0018290045758736495,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,32,2,scaffold,rmse,regression,0.7939049592032973,0.7994629592163899,-0.00555800001309259,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,2,0,scaffold,rmse,regression,0.7220321021934554,0.7091729199783385,0.012859182215116838,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,2,1,scaffold,rmse,regression,0.7066939798248474,0.7117309753506946,-0.005036995525847243,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,2,2,scaffold,rmse,regression,0.7874689535045887,0.7943009709544985,-0.0068320174499098,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,32,0,scaffold,rmse,regression,0.7288788409052569,0.7091729199783385,0.019705920926918363,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,32,1,scaffold,rmse,regression,0.7134481679726172,0.7117309753506946,0.001717192621922603,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,32,2,scaffold,rmse,regression,0.7974858280345708,0.7943009709544985,0.003184857080072323,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,2,0,scaffold,auc,classification,0.8319578577699737,0.8237050043898156,-0.00825285338015802,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,2,1,scaffold,auc,classification,0.8678571428571429,0.8631533101045297,-0.004703832752613213,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,2,2,scaffold,auc,classification,0.782843137254902,0.7626470588235295,-0.0201960784313725,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,32,0,scaffold,auc,classification,0.8391571553994732,0.8237050043898156,-0.015452151009657578,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,32,1,scaffold,auc,classification,0.8612369337979094,0.8631533101045297,0.0019163763066202266,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,32,2,scaffold,auc,classification,0.7767647058823529,0.7626470588235295,-0.014117647058823457,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,2,0,scaffold,auc,classification,0.832484635645303,0.8254609306409131,-0.0070237050043898686,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,2,1,scaffold,auc,classification,0.8706445993031359,0.8633275261324042,-0.007317073170731714,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,2,2,scaffold,auc,classification,0.7838235294117647,0.7640196078431373,-0.019803921568627425,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,32,0,scaffold,auc,classification,0.8382791922739244,0.8254609306409131,-0.012818261633011363,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,32,1,scaffold,auc,classification,0.8612369337979094,0.8633275261324042,0.002090592334494712,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,32,2,scaffold,auc,classification,0.7781372549019608,0.7640196078431373,-0.014117647058823568,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,2,0,scaffold,auc,classification,0.9577522559474979,0.9604867377631938,0.0027344818156959105,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,2,1,scaffold,auc,classification,0.9583030303030303,0.9585454545454546,0.0002424242424242662,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,2,2,scaffold,auc,classification,0.9805301430917195,0.9812338728594886,0.0007037297677691123,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,32,0,scaffold,auc,classification,0.9625375991249658,0.9604867377631938,-0.002050861361772016,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,32,1,scaffold,auc,classification,0.9597575757575758,0.9585454545454546,-0.00121212121212122,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,32,2,scaffold,auc,classification,0.9811165845648604,0.9812338728594886,0.00011728829462820389,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,2,0,scaffold,auc,classification,0.9577522559474979,0.9606234618539786,0.0028712059064807116,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,2,1,scaffold,auc,classification,0.9586666666666667,0.9586666666666667,0.0,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,2,2,scaffold,auc,classification,0.9802955665024631,0.981468449448745,0.001172882946281928,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,32,0,scaffold,auc,classification,0.9626743232157506,0.9606234618539786,-0.002050861361772016,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,32,1,scaffold,auc,classification,0.96,0.9586666666666667,-0.0013333333333332975,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,32,2,scaffold,auc,classification,0.980882007975604,0.981468449448745,0.0005864414731410195,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,2,0,scaffold,mean_auc,classification,0.5149917238238646,0.4950535062294517,-0.019938217594412888,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,2,1,scaffold,mean_auc,classification,0.5556544329483293,0.6018222815705173,0.046167848622188035,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,2,2,scaffold,mean_auc,classification,0.5501079532294894,0.5573064263023907,0.007198473072901335,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,32,0,scaffold,mean_auc,classification,0.534612438049829,0.4950535062294517,-0.03955893182037734,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,32,1,scaffold,mean_auc,classification,0.5883396556169787,0.6018222815705173,0.013482625953538663,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,32,2,scaffold,mean_auc,classification,0.5592160978381141,0.5573064263023907,-0.0019096715357234118,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,2,0,scaffold,mean_auc,classification,0.5200076616237779,0.4953334821618785,-0.02467417946189937,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,2,1,scaffold,mean_auc,classification,0.554390377300887,0.5746667869650818,0.02027640966419475,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,2,2,scaffold,mean_auc,classification,0.5530910952751273,0.5574993870667913,0.00440829179166391,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,32,0,scaffold,mean_auc,classification,0.5367539880671359,0.4953334821618785,-0.04142050590525742,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,32,1,scaffold,mean_auc,classification,0.580915552592039,0.5746667869650818,-0.006248765626957198,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,32,2,scaffold,mean_auc,classification,0.5598760404222288,0.5574993870667913,-0.0023766533554375746,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,2,0,scaffold,rmse,regression,1.7346852342978725,1.6782125695252592,0.05647266477261326,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,2,1,scaffold,rmse,regression,3.1386501499034214,3.048959498290654,0.08969065161276735,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,2,2,scaffold,rmse,regression,1.6392786950733729,1.7749547979482525,-0.13567610287487963,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,32,0,scaffold,rmse,regression,1.655883604584686,1.6782125695252592,-0.022328964940573126,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,32,1,scaffold,rmse,regression,2.9002387112993873,3.048959498290654,-0.14872078699126678,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,32,2,scaffold,rmse,regression,1.5769804023536085,1.7749547979482525,-0.19797439559464403,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,2,0,scaffold,rmse,regression,1.590156693085066,1.9376164678207706,-0.34745977473570466,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,2,1,scaffold,rmse,regression,3.025323481642765,3.185688326728035,-0.16036484508527016,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,2,2,scaffold,rmse,regression,1.6888236047162177,1.5082239567983509,0.18059964791786687,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,32,0,scaffold,rmse,regression,1.670725703716782,1.9376164678207706,-0.2668907641039886,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,32,1,scaffold,rmse,regression,2.703347874973508,3.185688326728035,-0.48234045175452733,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,32,2,scaffold,rmse,regression,1.4744896442234652,1.5082239567983509,-0.03373431257488568,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_freesolv_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,lora,2,0,scaffold,rmse,regression,0.9754733306078193,0.8471421823232395,0.1283311482845798,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,2,1,scaffold,rmse,regression,0.9028791020255429,0.954651438879548,-0.05177233685400506,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,2,2,scaffold,rmse,regression,1.147947764912946,0.9357313320714231,0.2122164328415228,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,lora,32,0,scaffold,rmse,regression,0.872139341691621,0.8471421823232395,0.02499715936838154,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,32,1,scaffold,rmse,regression,0.9829400821229098,0.954651438879548,0.02828864324336189,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,32,2,scaffold,rmse,regression,1.0562125024403373,0.9357313320714231,0.12048117036891415,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,2,0,scaffold,rmse,regression,0.9547806414980965,0.8032846537029855,0.15149598779511098,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,dora,2,1,scaffold,rmse,regression,0.9487814504263167,1.0358808752265953,-0.08709942480027866,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,dora,2,2,scaffold,rmse,regression,1.0377241995445483,0.9269931120673182,0.11073108747723015,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,32,0,scaffold,rmse,regression,0.9027500311345211,0.8032846537029855,0.0994653774315356,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,dora,32,1,scaffold,rmse,regression,1.03310256785959,1.0358808752265953,-0.0027783073670053504,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,dora,32,2,scaffold,rmse,regression,1.0653906936572755,0.9269931120673182,0.1383975815899573,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_esol_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,lora,2,0,scaffold,rmse,regression,0.6839429344986908,0.7138818825436888,-0.02993894804499797,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,lora,2,1,scaffold,rmse,regression,0.7096968504652121,0.7547963081727462,-0.045099457707534096,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,lora,2,2,scaffold,rmse,regression,0.7141668314434679,0.7095989579567252,0.004567873486742702,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,lora,32,0,scaffold,rmse,regression,0.6909886408271054,0.7138818825436888,-0.022893241716583357,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,lora,32,1,scaffold,rmse,regression,0.6911136417514647,0.7547963081727462,-0.06368266642128151,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed1/model.pt
