backbone,dataset,method,rank,seed,protocol,metric_type,task_type,n5_metric,r8_baseline_metric,paired_bad_diff_vs_r8,direction,n5_checkpoint,r8_checkpoint
chemberta2,freesolv,dora,4,2,scaffold,rmse,regression,2.091981852925003,2.2555224146337007,-0.16354056170869757,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,freesolv,dora,16,0,scaffold,rmse,regression,2.416947600598848,2.179350030404293,0.23759757019455474,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,freesolv,dora,16,1,scaffold,rmse,regression,2.587438602916936,2.546954007473736,0.040484595443200266,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,freesolv,dora,16,2,scaffold,rmse,regression,1.7317082290997556,2.2555224146337007,-0.5238141855339451,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,lora,4,0,scaffold,rmse,regression,0.7636245361641434,0.7722132076984445,-0.008588671534301096,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,lora,4,1,scaffold,rmse,regression,0.9938137513830493,0.9119242576279227,0.08188949375512655,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,lora,4,2,scaffold,rmse,regression,1.070043711081411,1.06847809126746,0.0015656198139508692,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,lora,16,0,scaffold,rmse,regression,0.818995481192171,0.7722132076984445,0.046782273493726545,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,lora,16,1,scaffold,rmse,regression,0.9921653624941008,0.9119242576279227,0.08024110486617808,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,lora,16,2,scaffold,rmse,regression,1.0386082509593675,1.06847809126746,-0.029869840308092588,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,4,0,scaffold,rmse,regression,0.7676924991570674,0.7737233568081575,-0.006030857651090127,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,4,1,scaffold,rmse,regression,0.9929991878763587,0.9920034162708646,0.0009957716054940224,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,4,2,scaffold,rmse,regression,1.0671013882524771,1.0677147965894633,-0.0006134083369861987,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,16,0,scaffold,rmse,regression,0.8230851680934327,0.7737233568081575,0.04936181128527517,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,16,1,scaffold,rmse,regression,0.9903212289133574,0.9920034162708646,-0.0016821873575072477,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,16,2,scaffold,rmse,regression,1.0355671193184854,1.0677147965894633,-0.03214767727097789,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,4,0,scaffold,rmse,regression,0.7292447774920436,0.7156973573177254,0.013547420174318203,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,4,1,scaffold,rmse,regression,0.7235142743298135,0.7192317757762267,0.0042824985535868665,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,4,2,scaffold,rmse,regression,0.8127479908360101,0.7994629592163899,0.013285031619620247,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,16,0,scaffold,rmse,regression,0.7099540531711441,0.7156973573177254,-0.005743304146581307,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,16,1,scaffold,rmse,regression,0.732231542652255,0.7192317757762267,0.01299976687602833,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,16,2,scaffold,rmse,regression,0.7770168441336084,0.7994629592163899,-0.022446115082781493,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_lora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,4,0,scaffold,rmse,regression,0.7201577787906561,0.7091729199783385,0.010984858812317588,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,4,1,scaffold,rmse,regression,0.7256997841897649,0.7117309753506946,0.013968808839070257,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,4,2,scaffold,rmse,regression,0.8121059636002633,0.7943009709544985,0.01780499264576485,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,16,0,scaffold,rmse,regression,0.6981830491851323,0.7091729199783385,-0.010989870793206236,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,16,1,scaffold,rmse,regression,0.7275696613610453,0.7117309753506946,0.015838686010350655,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,16,2,scaffold,rmse,regression,0.7845378357155571,0.7943009709544985,-0.009763135238941345,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_lipo_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,4,0,scaffold,auc,classification,0.8414398595259,0.8237050043898156,-0.017734855136084304,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,4,1,scaffold,auc,classification,0.8972996515679442,0.8631533101045297,-0.03414634146341455,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,4,2,scaffold,auc,classification,0.7216666666666667,0.7626470588235295,0.04098039215686278,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,16,0,scaffold,auc,classification,0.8377524143985953,0.8237050043898156,-0.014047410008779626,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,16,1,scaffold,auc,classification,0.8525261324041812,0.8631533101045297,0.010627177700348489,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,16,2,scaffold,auc,classification,0.8083333333333333,0.7626470588235295,-0.04568627450980389,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_lora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,4,0,scaffold,auc,classification,0.8410886742756805,0.8254609306409131,-0.015627743634767377,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,4,1,scaffold,auc,classification,0.8960801393728223,0.8633275261324042,-0.032752613240418116,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,4,2,scaffold,auc,classification,0.7222549019607843,0.7640196078431373,0.041764705882352926,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,16,0,scaffold,auc,classification,0.840035118525022,0.8254609306409131,-0.014574187884108913,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,16,1,scaffold,auc,classification,0.8518292682926829,0.8633275261324042,0.011498257839721249,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,16,2,scaffold,auc,classification,0.8065686274509803,0.7640196078431373,-0.042549019607843075,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bace_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,4,0,scaffold,auc,classification,0.9562482909488652,0.9604867377631938,0.004238446814328611,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,4,1,scaffold,auc,classification,0.9616969696969697,0.9585454545454546,-0.0031515151515151274,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,4,2,scaffold,auc,classification,0.9851043865822191,0.9812338728594886,-0.0038705137227305064,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,16,0,scaffold,auc,classification,0.9588460486737763,0.9604867377631938,0.001640689089417502,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,16,1,scaffold,auc,classification,0.959030303030303,0.9585454545454546,-0.00048484848484842136,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,16,2,scaffold,auc,classification,0.9852216748768473,0.9812338728594886,-0.00398780201735871,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_lora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,4,0,scaffold,auc,classification,0.9566584632212196,0.9606234618539786,0.003964998632759009,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,4,1,scaffold,auc,classification,0.9618181818181818,0.9586666666666667,-0.0031515151515151274,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,4,2,scaffold,auc,classification,0.9852216748768473,0.981468449448745,-0.0037532254281023025,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,16,0,scaffold,auc,classification,0.9588460486737763,0.9606234618539786,0.001777413180202303,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,16,1,scaffold,auc,classification,0.959030303030303,0.9586666666666667,-0.0003636363636363438,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,16,2,scaffold,auc,classification,0.9851043865822191,0.981468449448745,-0.0036359371334740986,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_bbbp_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,4,0,scaffold,mean_auc,classification,0.5164110371345005,0.4950535062294517,-0.021357530905048827,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,4,1,scaffold,mean_auc,classification,0.5958252765019153,0.6018222815705173,0.005997005068602013,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,4,2,scaffold,mean_auc,classification,0.5227595067573229,0.5573064263023907,0.03454691954506783,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,16,0,scaffold,mean_auc,classification,0.5359790674898701,0.4950535062294517,-0.04092556126041841,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,16,1,scaffold,mean_auc,classification,0.559781059846662,0.6018222815705173,0.04204122172385527,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,16,2,scaffold,mean_auc,classification,0.5652411231243287,0.5573064263023907,-0.007934696821938036,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_lora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,4,0,scaffold,mean_auc,classification,0.5179793473590847,0.4953334821618785,-0.022645865197206183,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r4_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,4,1,scaffold,mean_auc,classification,0.5876353082101691,0.5746667869650818,-0.012968521245087294,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r4_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,4,2,scaffold,mean_auc,classification,0.5235241951948733,0.5574993870667913,0.033975191871918,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r4_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,16,0,scaffold,mean_auc,classification,0.5346161513003447,0.4953334821618785,-0.039282669138466175,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r16_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,16,1,scaffold,mean_auc,classification,0.5600217681331834,0.5746667869650818,0.014645018831898393,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r16_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,16,2,scaffold,mean_auc,classification,0.5668091953118425,0.5574993870667913,-0.009309808245051232,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_sider_dora_r16_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,4,0,scaffold,rmse,regression,1.8375060178697096,1.6782125695252592,0.15929344834445036,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r4_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,4,1,scaffold,rmse,regression,3.0320793668983024,3.048959498290654,-0.01688013139235167,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r4_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,4,2,scaffold,rmse,regression,1.4596251442848651,1.7749547979482525,-0.3153296536633874,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r4_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,16,0,scaffold,rmse,regression,1.80193492153325,1.6782125695252592,0.12372235200799087,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r16_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,16,1,scaffold,rmse,regression,2.9551218537639463,3.048959498290654,-0.09383764452670773,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r16_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,16,2,scaffold,rmse,regression,1.3868791944071608,1.7749547979482525,-0.3880756035410917,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_lora_r16_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,4,0,scaffold,rmse,regression,1.9817449005742764,1.9376164678207706,0.044128432753505864,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r4_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,4,1,scaffold,rmse,regression,2.952826590825862,3.185688326728035,-0.23286173590217318,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r4_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,4,2,scaffold,rmse,regression,1.303123816254076,1.5082239567983509,-0.20510014054427494,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r4_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,16,0,scaffold,rmse,regression,1.8632852166411527,1.9376164678207706,-0.07433125117961792,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,16,1,scaffold,rmse,regression,3.020770648875937,3.185688326728035,-0.164917677852098,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,16,2,scaffold,rmse,regression,1.3741221660181215,1.5082239567983509,-0.13410179078022932,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_freesolv_dora_r16_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,lora,4,0,scaffold,rmse,regression,0.8205943758640484,0.8471421823232395,-0.02654780645919108,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,4,1,scaffold,rmse,regression,0.9346462047539235,0.954651438879548,-0.020005234125624494,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,4,2,scaffold,rmse,regression,1.0715696650655164,0.9357313320714231,0.1358383329940933,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r4_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,lora,16,0,scaffold,rmse,regression,0.9305318956704364,0.8471421823232395,0.08338971334719691,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,16,1,scaffold,rmse,regression,0.9873556091881024,0.954651438879548,0.03270417030855444,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,16,2,scaffold,rmse,regression,0.9427162331659334,0.9357313320714231,0.006984901094510332,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_lora_r16_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,4,0,scaffold,rmse,regression,0.8761431515424757,0.8032846537029855,0.07285849783949017,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,dora,4,1,scaffold,rmse,regression,0.8688203028493225,1.0358808752265953,-0.1670605723772728,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,dora,4,2,scaffold,rmse,regression,1.066960508632872,0.9269931120673182,0.1399673965655538,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r4_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,16,0,scaffold,rmse,regression,0.8163896768886378,0.8032846537029855,0.01310502318565232,positive = rank variant worse than r=8 baseline in bad-space,dumped/n5_rank_sensitivity_esol_dora_r16_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
