backbone,protocol,dataset,seed,method_pair,task_type,metric_type,fullft_metric,peft_metric,fullft_bad_minus_peft_bad,direction
cmpnn,scaffold,sider,2,fullft_vs_dora,classification,auc,0.600816,0.587158,-0.013658000000000059,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,10,fullft_vs_lora,classification,auc,0.651756,0.633573,-0.01818299999999995,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,10,fullft_vs_dora,classification,auc,0.651756,0.638287,-0.013468999999999953,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,100,fullft_vs_lora,classification,auc,0.629793,0.613621,-0.016172000000000075,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,100,fullft_vs_dora,classification,auc,0.629793,0.585713,-0.04408000000000001,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,1000,fullft_vs_lora,classification,auc,0.64862,0.646614,-0.0020059999999999523,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,1000,fullft_vs_dora,classification,auc,0.64862,0.638495,-0.01012499999999994,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,0,fullft_vs_lora,regression,rmse,2.9494767840348475,2.1771432116972695,0.7723335723375779,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,0,fullft_vs_dora,regression,rmse,2.9494767840348475,2.179350030404293,0.7701267536305543,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,1,fullft_vs_lora,regression,rmse,2.825741770085953,2.5534737879847706,0.2722679821011824,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,1,fullft_vs_dora,regression,rmse,2.825741770085953,2.546954007473736,0.27878776261221727,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,2,fullft_vs_lora,regression,rmse,2.670490017476411,2.257611117242196,0.4128789002342148,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,2,fullft_vs_dora,regression,rmse,2.670490017476411,2.2555224146337007,0.4149676028427103,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,10,fullft_vs_lora,regression,rmse,3.1889597224374167,2.346452604395945,0.8425071180414716,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,10,fullft_vs_dora,regression,rmse,3.1889597224374167,2.3498597935184,0.8390999289190169,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,100,fullft_vs_lora,regression,rmse,2.6602179118220572,1.7684895057399215,0.8917284060821358,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,100,fullft_vs_dora,regression,rmse,2.6602179118220572,1.762516762944581,0.8977011488774762,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,1000,fullft_vs_lora,regression,rmse,2.9141186256219527,1.9830951317895202,0.9310234938324324,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,freesolv,1000,fullft_vs_dora,regression,rmse,2.9141186256219527,1.9772659075429055,0.9368527180790471,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,0,fullft_vs_lora,regression,rmse,0.7582970476027892,0.7722132076984445,-0.013916160095655328,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,0,fullft_vs_dora,regression,rmse,0.7582970476027892,0.7737233568081575,-0.01542630920536836,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,1,fullft_vs_lora,regression,rmse,1.190359637708397,0.9119242576279227,0.2784353800804742,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,1,fullft_vs_dora,regression,rmse,1.190359637708397,0.9920034162708646,0.1983562214375323,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,2,fullft_vs_lora,regression,rmse,1.1163180509287969,1.06847809126746,0.047839959661336806,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,2,fullft_vs_dora,regression,rmse,1.1163180509287969,1.0677147965894633,0.048603254339333546,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,10,fullft_vs_lora,regression,rmse,1.035326788907595,1.0248529677653349,0.010473821142260142,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,10,fullft_vs_dora,regression,rmse,1.035326788907595,1.024764852765621,0.010561936141973982,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,100,fullft_vs_lora,regression,rmse,0.9105101130791682,0.945586771624075,-0.035076658544906825,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,100,fullft_vs_dora,regression,rmse,0.9105101130791682,0.9458062009798898,-0.035296087900721584,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,1000,fullft_vs_lora,regression,rmse,1.019756365364111,0.9242292182697117,0.09552714709439936,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,esol,1000,fullft_vs_dora,regression,rmse,1.019756365364111,0.9213027794572746,0.0984535859068365,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,0,fullft_vs_lora,regression,rmse,0.741395387077542,0.7156973573177254,0.02569802975981661,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,0,fullft_vs_dora,regression,rmse,0.741395387077542,0.7091729199783385,0.03222246709920351,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,1,fullft_vs_lora,regression,rmse,0.7045526421996936,0.7192317757762267,-0.014679133576533054,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,1,fullft_vs_dora,regression,rmse,0.7045526421996936,0.7117309753506946,-0.007178333151001026,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,2,fullft_vs_lora,regression,rmse,0.801956579588349,0.7994629592163899,0.0024936203719591044,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,2,fullft_vs_dora,regression,rmse,0.801956579588349,0.7943009709544985,0.007655608633850508,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,10,fullft_vs_lora,regression,rmse,0.793501463599679,0.7626921474181085,0.030809316181570456,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,10,fullft_vs_dora,regression,rmse,0.793501463599679,0.7620222220747437,0.03147924152493531,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,100,fullft_vs_lora,regression,rmse,0.8373775378409578,0.79116439362269,0.04621314421826783,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,100,fullft_vs_dora,regression,rmse,0.8373775378409578,0.7869688528627605,0.05040868497819728,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,1000,fullft_vs_lora,regression,rmse,0.8205398607794134,0.823001233515968,-0.002461372736554557,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,lipo,1000,fullft_vs_dora,regression,rmse,0.8205398607794134,0.8588425807661072,-0.03830271998669377,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,0,fullft_vs_lora,classification,auc,0.8337137840210711,0.8237050043898156,-0.01000877963125546,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,0,fullft_vs_dora,classification,auc,0.8337137840210711,0.8254609306409131,-0.00825285338015802,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,1,fullft_vs_lora,classification,auc,0.8743031358885017,0.8631533101045297,-0.011149825783972056,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,1,fullft_vs_dora,classification,auc,0.8743031358885017,0.8633275261324042,-0.01097560975609757,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,2,fullft_vs_lora,classification,auc,0.7938235294117647,0.7626470588235295,-0.03117647058823525,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,2,fullft_vs_dora,classification,auc,0.7938235294117647,0.7640196078431373,-0.029803921568627434,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,10,fullft_vs_lora,classification,auc,0.8260576923076923,0.8079807692307692,-0.0180769230769231,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,10,fullft_vs_dora,classification,auc,0.8260576923076923,0.80875,-0.017307692307692357,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,100,fullft_vs_lora,classification,auc,0.7584201388888889,0.73828125,-0.02013888888888893,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,100,fullft_vs_dora,classification,auc,0.7584201388888889,0.7306423611111111,-0.02777777777777779,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,1000,fullft_vs_lora,classification,auc,0.8747401247401247,0.8584546084546084,-0.016285516285516333,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bace,1000,fullft_vs_dora,classification,auc,0.8747401247401247,0.8582813582813583,-0.016458766458766427,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,0,fullft_vs_lora,classification,auc,0.9598031173092699,0.9604867377631938,0.0006836204539238944,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,0,fullft_vs_dora,classification,auc,0.9598031173092699,0.9606234618539786,0.0008203445447086954,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,1,fullft_vs_lora,classification,auc,0.9562424242424242,0.9585454545454546,0.0023030303030303623,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,1,fullft_vs_dora,classification,auc,0.9562424242424242,0.9586666666666667,0.00242424242424244,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,2,fullft_vs_lora,classification,auc,0.9804128547970913,0.9812338728594886,0.0008210180623973162,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,2,fullft_vs_dora,classification,auc,0.9804128547970913,0.981468449448745,0.001055594651653724,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,10,fullft_vs_lora,classification,auc,0.9609766732068891,0.9577065620231088,-0.0032701111837802888,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,10,fullft_vs_dora,classification,auc,0.9609766732068891,0.9616306954436451,0.0006540222367560355,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,100,fullft_vs_lora,classification,auc,0.9549090909090909,0.957939393939394,0.00303030303030305,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,100,fullft_vs_dora,classification,auc,0.9549090909090909,0.9586666666666667,0.0037575757575757374,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,1000,fullft_vs_lora,classification,auc,0.9655441035474592,0.9710570469798657,0.005512943432406492,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,bbbp,1000,fullft_vs_dora,classification,auc,0.9655441035474592,0.9704578139980825,0.0049137104506232765,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,0,fullft_vs_lora,classification,mean_auc,0.5486898276834782,0.4950535062294517,-0.05363632145402647,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,0,fullft_vs_dora,classification,mean_auc,0.5486898276834782,0.4953334821618785,-0.05335634552159968,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,1,fullft_vs_lora,classification,mean_auc,0.5773749190005545,0.6018222815705173,0.024447362569962827,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,1,fullft_vs_dora,classification,mean_auc,0.5773749190005545,0.5746667869650818,-0.00270813203547271,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,2,fullft_vs_lora,classification,mean_auc,0.5615482597469921,0.5573064263023907,-0.004241833444601384,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,2,fullft_vs_dora,classification,mean_auc,0.5615482597469921,0.5574993870667913,-0.004048872680200821,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,10,fullft_vs_lora,classification,mean_auc,0.5955835299269144,0.5816867470078981,-0.013896782919016304,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,10,fullft_vs_dora,classification,mean_auc,0.5955835299269144,0.5832973456641007,-0.012286184262813693,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,100,fullft_vs_lora,classification,mean_auc,0.5951951808314683,0.621497535721501,0.026302354890032742,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,100,fullft_vs_dora,classification,mean_auc,0.5951951808314683,0.621505620260394,0.026310439428925747,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,1000,fullft_vs_lora,classification,mean_auc,0.5970788669849527,0.6010809068215406,0.004002039836587867,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,scaffold,sider,1000,fullft_vs_dora,classification,mean_auc,0.5970788669849527,0.6013695002912244,0.004290633306271663,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,0,fullft_vs_lora,regression,rmse,1.7813732706882925,1.6782125695252592,0.10316070116303333,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,0,fullft_vs_dora,regression,rmse,1.7813732706882925,1.9376164678207706,-0.15624319713247803,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,1,fullft_vs_lora,regression,rmse,3.0570719356739473,3.048959498290654,0.008112437383293258,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,1,fullft_vs_dora,regression,rmse,3.0570719356739473,3.185688326728035,-0.12861639105408784,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,2,fullft_vs_lora,regression,rmse,1.3916851246156061,1.7749547979482525,-0.3832696733326464,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,2,fullft_vs_dora,regression,rmse,1.3916851246156061,1.5082239567983509,-0.11653883218274474,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,10,fullft_vs_lora,regression,rmse,1.7647875259717702,1.6735806899869563,0.09120683598481394,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,10,fullft_vs_dora,regression,rmse,1.7647875259717702,1.7106980108277083,0.054089515144061906,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,100,fullft_vs_lora,regression,rmse,1.5417571513797386,1.661293771022177,-0.11953661964243834,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,100,fullft_vs_dora,regression,rmse,1.5417571513797386,1.8682911057454337,-0.3265339543656951,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,1000,fullft_vs_lora,regression,rmse,1.5330048451107572,1.6545870367716555,-0.12158219166089834,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,freesolv,1000,fullft_vs_dora,regression,rmse,1.5330048451107572,1.5011156224975888,0.0318892226131684,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,0,fullft_vs_lora,regression,rmse,0.9152658155106909,0.8471421823232395,0.0681236331874514,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,0,fullft_vs_dora,regression,rmse,0.9152658155106909,0.8032846537029855,0.11198116180770534,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,1,fullft_vs_lora,regression,rmse,1.0074821344689486,0.954651438879548,0.05283069558940068,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,1,fullft_vs_dora,regression,rmse,1.0074821344689486,1.0358808752265953,-0.0283987407576467,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,2,fullft_vs_lora,regression,rmse,1.0580908787966483,0.9357313320714231,0.1223595467252252,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,2,fullft_vs_dora,regression,rmse,1.0580908787966483,0.9269931120673182,0.13109776672933016,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,10,fullft_vs_lora,regression,rmse,0.9796148586568445,0.927252361161925,0.0523624974949195,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,10,fullft_vs_dora,regression,rmse,0.9796148586568445,1.0114263752774155,-0.03181151662057102,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,100,fullft_vs_lora,regression,rmse,0.9122275494431438,0.9008470813950181,0.011380468048125647,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,100,fullft_vs_dora,regression,rmse,0.9122275494431438,0.8638145215106261,0.04841302793251767,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,1000,fullft_vs_lora,regression,rmse,0.8742087396861636,0.8732351147103522,0.0009736249758114379,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,esol,1000,fullft_vs_dora,regression,rmse,0.8742087396861636,0.8371979667006442,0.03701077298551947,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,0,fullft_vs_lora,regression,rmse,0.6335010550128127,0.7138818825436888,-0.08038082753087605,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,0,fullft_vs_dora,regression,rmse,0.6335010550128127,0.6747392106481535,-0.04123815563534072,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,1,fullft_vs_lora,regression,rmse,0.6444291698652543,0.7547963081727462,-0.1103671383074919,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,1,fullft_vs_dora,regression,rmse,0.6444291698652543,0.7523448369700659,-0.1079156671048116,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,2,fullft_vs_lora,regression,rmse,0.6791784419070656,0.7095989579567252,-0.030420516049659674,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,2,fullft_vs_dora,regression,rmse,0.6791784419070656,0.7306481615348694,-0.05146971962780389,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,10,fullft_vs_lora,regression,rmse,0.7295120420396746,0.7938935848337749,-0.06438154279410035,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,10,fullft_vs_dora,regression,rmse,0.7295120420396746,0.7401082678799124,-0.010596225840237783,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,100,fullft_vs_lora,regression,rmse,0.7113302634058845,0.7381967163130725,-0.026866452907188032,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,100,fullft_vs_dora,regression,rmse,0.7113302634058845,0.728517834043861,-0.01718757063797649,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,1000,fullft_vs_lora,regression,rmse,0.6871768885717372,0.7279026838144915,-0.040725795242754326,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,lipo,1000,fullft_vs_dora,regression,rmse,0.6871768885717372,0.7246125007829313,-0.03743561221119407,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,0,fullft_vs_lora,classification,auc,0.8,0.7952589991220369,-0.004741000877963142,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,0,fullft_vs_dora,classification,auc,0.8,0.7759438103599648,-0.024056189640035197,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,1,fullft_vs_lora,classification,auc,0.8630662020905924,0.8949477351916376,0.031881533101045245,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,1,fullft_vs_dora,classification,auc,0.8630662020905924,0.8879790940766551,0.024912891986062724,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,2,fullft_vs_lora,classification,auc,0.8392156862745098,0.8011764705882353,-0.03803921568627455,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,2,fullft_vs_dora,classification,auc,0.8392156862745098,0.8037254901960784,-0.0354901960784314,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,10,fullft_vs_lora,classification,auc,0.7411538461538462,0.8236538461538462,0.08250000000000002,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,10,fullft_vs_dora,classification,auc,0.7411538461538462,0.8238461538461539,0.08269230769230773,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,100,fullft_vs_lora,classification,auc,0.7899305555555556,0.7489583333333333,-0.0409722222222223,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,100,fullft_vs_dora,classification,auc,0.7899305555555556,0.7741319444444444,-0.015798611111111138,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,1000,fullft_vs_lora,classification,auc,0.9088704088704088,0.8934511434511434,-0.015419265419265415,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bace,1000,fullft_vs_dora,classification,auc,0.9088704088704088,0.8972626472626473,-0.011607761607761558,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,0,fullft_vs_lora,classification,auc,0.9643150123051681,0.9588460486737763,-0.005468963631391821,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,0,fullft_vs_dora,classification,auc,0.9643150123051681,0.9641782882143833,-0.00013672409078480108,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,1,fullft_vs_lora,classification,auc,0.9396363636363636,0.945939393939394,0.006303030303030366,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,1,fullft_vs_dora,classification,auc,0.9396363636363636,0.9461818181818182,0.006545454545454632,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,2,fullft_vs_lora,classification,auc,0.9907342247243726,0.983814215341309,-0.006920009383063586,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,2,fullft_vs_dora,classification,auc,0.9907342247243726,0.9836969270466808,-0.0070372976776917895,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,10,fullft_vs_lora,classification,auc,0.9573795509047308,0.9581425768476128,0.000763025942882023,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
