backbone,protocol,dataset,seed,method_pair,task_type,metric_type,fullft_metric,peft_metric,fullft_bad_minus_peft_bad,direction
chemberta2,random,sider,100,fullft_vs_lora,classification,mean_auc,0.6428502173074644,0.6247420985508814,-0.018108118756583025,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,random,sider,100,fullft_vs_dora,classification,mean_auc,0.6428502173074644,0.623915511014854,-0.018934706292610404,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,random,sider,1000,fullft_vs_lora,classification,mean_auc,0.5632262716803258,0.5850258369205921,0.021799565240266272,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
chemberta2,random,sider,1000,fullft_vs_dora,classification,mean_auc,0.5632262716803258,0.5877066023329618,0.024480330652635995,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,0,fullft_vs_lora,regression,rmse,0.8918120521192998,1.0334410078083185,-0.14162895568901868,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,0,fullft_vs_dora,regression,rmse,0.8918120521192998,0.9993806053228679,-0.10756855320356806,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,1,fullft_vs_lora,regression,rmse,0.8466067871247949,1.0637826470319691,-0.21717585990717425,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,1,fullft_vs_dora,regression,rmse,0.8466067871247949,0.8920719372518675,-0.04546515012707264,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,2,fullft_vs_lora,regression,rmse,1.6361407804938335,1.5229076540045796,0.11323312648925388,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,2,fullft_vs_dora,regression,rmse,1.6361407804938335,1.622880433657089,0.013260346836744485,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,10,fullft_vs_lora,regression,rmse,1.0529887329143615,1.1324465982844416,-0.07945786537008015,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,10,fullft_vs_dora,regression,rmse,1.0529887329143615,1.0930348919589314,-0.040046159044569984,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,100,fullft_vs_lora,regression,rmse,1.0360951897696438,0.925972673286875,0.11012251648276872,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,100,fullft_vs_dora,regression,rmse,1.0360951897696438,1.0037181395988446,0.03237705017079917,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,1000,fullft_vs_lora,regression,rmse,1.0563448282143837,1.325263632332375,-0.2689188041179913,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,freesolv,1000,fullft_vs_dora,regression,rmse,1.0563448282143837,1.2533328447611514,-0.19698801654676767,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,0,fullft_vs_lora,regression,rmse,0.7347053839787796,0.8281434255025666,-0.09343804152378699,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,0,fullft_vs_dora,regression,rmse,0.7347053839787796,0.7560035903128893,-0.021298206334109726,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,1,fullft_vs_lora,regression,rmse,0.6544478968083256,0.6928922987335012,-0.03844440192517562,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,1,fullft_vs_dora,regression,rmse,0.6544478968083256,0.6783952376715828,-0.023947340863257227,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,2,fullft_vs_lora,regression,rmse,0.6260777003432895,0.6687070324722078,-0.042629332128918285,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,2,fullft_vs_dora,regression,rmse,0.6260777003432895,0.6874898346236111,-0.06141213428032166,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,10,fullft_vs_lora,regression,rmse,0.6301055514378802,0.647930705561338,-0.017825154123457865,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,10,fullft_vs_dora,regression,rmse,0.6301055514378802,0.6638632980461692,-0.03375774660828901,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,100,fullft_vs_lora,regression,rmse,0.6214276262097617,0.762356886956734,-0.14092926074697232,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,100,fullft_vs_dora,regression,rmse,0.6214276262097617,0.6410778352536456,-0.019650209043883926,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,1000,fullft_vs_lora,regression,rmse,0.6206795853027696,0.6282900522218354,-0.007610466919065861,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,esol,1000,fullft_vs_dora,regression,rmse,0.6206795853027696,0.569729624711557,0.050949960591212595,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,0,fullft_vs_lora,regression,rmse,0.5799614117791876,0.6294550426388132,-0.04949363085962566,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,0,fullft_vs_dora,regression,rmse,0.5799614117791876,0.6428902514386271,-0.06292883965943952,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,1,fullft_vs_lora,regression,rmse,0.6356734371953275,0.6677710703528624,-0.03209763315753489,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,1,fullft_vs_dora,regression,rmse,0.6356734371953275,0.6780011094655325,-0.04232767227020495,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,2,fullft_vs_lora,regression,rmse,0.5862904566406981,0.632228982594937,-0.04593852595423886,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,2,fullft_vs_dora,regression,rmse,0.5862904566406981,0.6175437575060511,-0.03125330086535294,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,10,fullft_vs_lora,regression,rmse,0.6061584236352664,0.6693963082890737,-0.06323788465380731,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,10,fullft_vs_dora,regression,rmse,0.6061584236352664,0.6804913338593573,-0.07433291022409094,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,100,fullft_vs_lora,regression,rmse,0.6157002698321213,0.6611041424844372,-0.045403872652315824,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,100,fullft_vs_dora,regression,rmse,0.6157002698321213,0.629270649416191,-0.013570379584069703,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,1000,fullft_vs_lora,regression,rmse,0.7260696216019563,0.7130981561287341,0.012971465473222255,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,lipo,1000,fullft_vs_dora,regression,rmse,0.7260696216019563,0.7173845340449497,0.008685087557006588,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,0,fullft_vs_lora,classification,auc,0.9190097259062776,0.8912466843501327,-0.02776304155614495,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,0,fullft_vs_dora,classification,auc,0.9190097259062776,0.9181255526083112,-0.0008841732979664174,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,1,fullft_vs_lora,classification,auc,0.8761451726568006,0.8699788583509513,-0.006166314305849241,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,1,fullft_vs_dora,classification,auc,0.8761451726568006,0.841261451726568,-0.03488372093023262,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,2,fullft_vs_lora,classification,auc,0.8266107909900472,0.8168325475816308,-0.009778243408416376,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,2,fullft_vs_dora,classification,auc,0.8266107909900472,0.8486118386589837,0.022001047668936513,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,10,fullft_vs_lora,classification,auc,0.8806022408963585,0.8935574229691877,0.012955182072829197,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,10,fullft_vs_dora,classification,auc,0.8806022408963585,0.8914565826330533,0.01085434173669475,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,100,fullft_vs_lora,classification,auc,0.8353658536585366,0.8409407665505226,0.0055749128919860835,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,100,fullft_vs_dora,classification,auc,0.8353658536585366,0.8071428571428572,-0.02822299651567939,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,1000,fullft_vs_lora,classification,auc,0.9021136521136521,0.8993416493416494,-0.002772002772002735,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bace,1000,fullft_vs_dora,classification,auc,0.9021136521136521,0.8955301455301455,-0.006583506583506593,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,0,fullft_vs_lora,classification,auc,0.9400914634146341,0.949390243902439,0.009298780487804859,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,0,fullft_vs_dora,classification,auc,0.9400914634146341,0.9570121951219512,0.016920731707317116,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,1,fullft_vs_lora,classification,auc,0.979708306911858,0.9787571337983513,-0.0009511731135066759,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,1,fullft_vs_dora,classification,auc,0.979708306911858,0.9787571337983513,-0.0009511731135066759,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,2,fullft_vs_lora,classification,auc,0.9718235681369322,0.9685319289005925,-0.003291639236339683,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,2,fullft_vs_dora,classification,auc,0.9718235681369322,0.96550362080316,-0.006319947333772169,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,10,fullft_vs_lora,classification,auc,0.9710683327704605,0.9658899020601148,-0.005178430710345627,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,10,fullft_vs_dora,classification,auc,0.9710683327704605,0.9770347855454239,0.005966452774963438,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,100,fullft_vs_lora,classification,auc,0.9584479911942763,0.9536323610346725,-0.004815630159603734,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,100,fullft_vs_dora,classification,auc,0.9584479911942763,0.9536323610346725,-0.004815630159603734,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,1000,fullft_vs_lora,classification,auc,0.9688920454545454,0.9704545454545455,0.0015625000000000222,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,bbbp,1000,fullft_vs_dora,classification,auc,0.9688920454545454,0.970028409090909,0.001136363636363602,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,0,fullft_vs_lora,classification,mean_auc,0.6790595632191754,0.6569651418205019,-0.02209442139867346,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,0,fullft_vs_dora,classification,mean_auc,0.6790595632191754,0.653021820121699,-0.026037743097476418,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,1,fullft_vs_lora,classification,mean_auc,0.6359426588029768,0.6221960808902127,-0.013746577912764124,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,1,fullft_vs_dora,classification,mean_auc,0.6359426588029768,0.6184832822332953,-0.01745937656968155,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,2,fullft_vs_lora,classification,mean_auc,0.5839962045694778,0.5856731243682443,0.0016769197987664963,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,2,fullft_vs_dora,classification,mean_auc,0.5839962045694778,0.5844132703162578,0.00041706574678002095,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,10,fullft_vs_lora,classification,mean_auc,0.63267411018525,0.6203905149830161,-0.012283595202233877,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,10,fullft_vs_dora,classification,mean_auc,0.63267411018525,0.6395639420375354,0.006889831852285422,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,100,fullft_vs_lora,classification,mean_auc,0.6670134178497314,0.6582432422262396,-0.008770175623491805,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,100,fullft_vs_dora,classification,mean_auc,0.6670134178497314,0.6522807223272055,-0.014732695522525985,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,1000,fullft_vs_lora,classification,mean_auc,0.6366779355186298,0.6146848346415512,-0.02199310087707862,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,random,sider,1000,fullft_vs_dora,classification,mean_auc,0.6366779355186298,0.6183761560563386,-0.01830177946229128,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,0,fullft_vs_lora,regression,rmse,1.778183,2.16195,-0.38376699999999997,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,0,fullft_vs_dora,regression,rmse,1.778183,2.096095,-0.317912,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,2,fullft_vs_lora,regression,rmse,1.696973,1.490457,0.20651600000000014,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,2,fullft_vs_dora,regression,rmse,1.696973,1.570725,0.12624800000000014,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,10,fullft_vs_lora,regression,rmse,1.8974,2.240996,-0.343596,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,10,fullft_vs_dora,regression,rmse,1.8974,2.297802,-0.4004019999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,100,fullft_vs_lora,regression,rmse,1.460946,1.559744,-0.09879799999999994,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,100,fullft_vs_dora,regression,rmse,1.460946,1.568935,-0.10798899999999989,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,1000,fullft_vs_lora,regression,rmse,1.451268,1.475756,-0.024488000000000065,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,freesolv,1000,fullft_vs_dora,regression,rmse,1.451268,1.412039,0.03922899999999996,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,0,fullft_vs_lora,regression,rmse,0.689763,0.741628,-0.05186499999999994,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,0,fullft_vs_dora,regression,rmse,0.689763,0.75785,-0.06808700000000001,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,1,fullft_vs_lora,regression,rmse,0.835334,0.759042,0.07629200000000003,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,1,fullft_vs_dora,regression,rmse,0.835334,0.770888,0.064446,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,2,fullft_vs_lora,regression,rmse,0.958721,1.002986,-0.04426499999999989,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,2,fullft_vs_dora,regression,rmse,0.958721,0.990898,-0.0321769999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,10,fullft_vs_lora,regression,rmse,0.904079,0.9421,-0.03802100000000008,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,10,fullft_vs_dora,regression,rmse,0.904079,0.942457,-0.03837800000000002,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,100,fullft_vs_lora,regression,rmse,0.859654,0.925857,-0.06620300000000001,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,100,fullft_vs_dora,regression,rmse,0.859654,0.907342,-0.04768799999999995,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,1000,fullft_vs_lora,regression,rmse,0.675582,0.784169,-0.10858699999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,esol,1000,fullft_vs_dora,regression,rmse,0.675582,0.768848,-0.09326599999999996,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,0,fullft_vs_lora,regression,rmse,0.625108,0.654229,-0.029120999999999952,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,0,fullft_vs_dora,regression,rmse,0.625108,0.627623,-0.002515000000000045,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,1,fullft_vs_lora,regression,rmse,0.572314,0.641112,-0.06879800000000003,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,1,fullft_vs_dora,regression,rmse,0.572314,0.613169,-0.040854999999999975,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,2,fullft_vs_lora,regression,rmse,0.622027,0.653554,-0.03152699999999997,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,2,fullft_vs_dora,regression,rmse,0.622027,0.665076,-0.043049000000000004,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,10,fullft_vs_lora,regression,rmse,0.645845,0.635136,0.010708999999999969,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,10,fullft_vs_dora,regression,rmse,0.645845,0.658292,-0.012446999999999986,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,100,fullft_vs_lora,regression,rmse,0.567351,0.64851,-0.08115899999999998,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,100,fullft_vs_dora,regression,rmse,0.567351,0.667503,-0.10015199999999991,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,1000,fullft_vs_lora,regression,rmse,0.616572,0.657976,-0.041403999999999996,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,lipo,1000,fullft_vs_dora,regression,rmse,0.616572,0.657271,-0.04069900000000004,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,0,fullft_vs_lora,classification,auc,0.808604,0.852502,0.04389799999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,0,fullft_vs_dora,classification,auc,0.808604,0.853556,0.04495199999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,1,fullft_vs_lora,classification,auc,0.905575,0.913937,0.00836199999999998,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,1,fullft_vs_dora,classification,auc,0.905575,0.903136,-0.002438999999999969,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,2,fullft_vs_lora,classification,auc,0.864314,0.831373,-0.032941,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,2,fullft_vs_dora,classification,auc,0.864314,0.847059,-0.01725500000000002,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,10,fullft_vs_lora,classification,auc,0.827115,0.810769,-0.016346000000000083,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,10,fullft_vs_dora,classification,auc,0.827115,0.779615,-0.0475000000000001,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,100,fullft_vs_lora,classification,auc,0.772743,0.765278,-0.007464999999999944,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,100,fullft_vs_dora,classification,auc,0.772743,0.761285,-0.011457999999999968,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,1000,fullft_vs_lora,classification,auc,0.885655,0.89501,0.009355000000000002,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bace,1000,fullft_vs_dora,classification,auc,0.885655,0.895357,0.009701999999999988,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,0,fullft_vs_lora,classification,auc,0.939431,0.958709,0.019278000000000017,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,0,fullft_vs_dora,classification,auc,0.939431,0.956385,0.016954000000000025,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,1,fullft_vs_lora,classification,auc,0.917697,0.913697,-0.0040000000000000036,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,1,fullft_vs_dora,classification,auc,0.917697,0.916727,-0.0009700000000000264,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,2,fullft_vs_lora,classification,auc,0.975721,0.943174,-0.03254699999999999,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,2,fullft_vs_dora,classification,auc,0.975721,0.93989,-0.035830999999999946,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,10,fullft_vs_lora,classification,auc,0.968716,0.953837,-0.014878999999999976,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,10,fullft_vs_dora,classification,auc,0.968716,0.952529,-0.016187000000000062,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,100,fullft_vs_lora,classification,auc,0.960121,0.950545,-0.009576000000000029,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,100,fullft_vs_dora,classification,auc,0.960121,0.949212,-0.010909000000000058,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,1000,fullft_vs_lora,classification,auc,0.951342,0.949664,-0.0016780000000000683,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,bbbp,1000,fullft_vs_dora,classification,auc,0.951342,0.950264,-0.0010780000000000234,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,0,fullft_vs_lora,classification,auc,0.641302,0.562181,-0.079121,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,0,fullft_vs_dora,classification,auc,0.641302,0.608458,-0.032843999999999984,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,1,fullft_vs_lora,classification,auc,0.618727,0.619716,0.0009890000000000176,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,1,fullft_vs_dora,classification,auc,0.618727,0.613473,-0.005253999999999981,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
cmpnn,scaffold,sider,2,fullft_vs_lora,classification,auc,0.600816,0.594403,-0.006413000000000002,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
