backbone,dataset,method,seed,protocol,task_type,metric_type,final_metric,status,epochs_completed,epochs_requested,batch_size,lr,weight_decay,trainable_params,elapsed_sec,peak_mib,checkpoint_path,checkpoint_exists,training_log
molformer_c3,bace,fullft,1,scaffold,classification,auc,0.8630662020905924,PASS,36,50,50,2e-05,0.01,44375809,60.701879024505615,12654,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,bace,fullft,2,scaffold,classification,auc,0.8392156862745098,PASS,36,50,50,2e-05,0.01,44375809,58.96144461631775,9604,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,bace,fullft,10,scaffold,classification,auc,0.7411538461538462,PASS,31,50,50,2e-05,0.01,44375809,51.89455270767212,10082,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,bace,fullft,100,scaffold,classification,auc,0.7899305555555556,PASS,35,50,50,2e-05,0.01,44375809,57.12074661254883,10957,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,bace,fullft,1000,scaffold,classification,auc,0.9088704088704088,PASS,39,50,50,2e-05,0.01,44375809,64.5956494808197,9715,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed1000/training.log
molformer_c3,bbbp,fullft,0,scaffold,classification,auc,0.9643150123051681,PASS,32,50,50,2e-05,0.01,44375809,70.94569683074951,13419,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed0/training.log
molformer_c3,bbbp,fullft,1,scaffold,classification,auc,0.9396363636363636,PASS,33,50,50,2e-05,0.01,44375809,73.63006782531738,15078,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,bbbp,fullft,2,scaffold,classification,auc,0.9907342247243726,PASS,33,50,50,2e-05,0.01,44375809,72.33594536781311,10540,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,bbbp,fullft,10,scaffold,classification,auc,0.9573795509047308,PASS,34,50,50,2e-05,0.01,44375809,73.59924101829529,16310,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,bbbp,fullft,100,scaffold,classification,auc,0.9602424242424242,PASS,32,50,50,2e-05,0.01,44375809,71.26597356796265,12511,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,bbbp,fullft,1000,scaffold,classification,auc,0.9545781399808245,PASS,32,50,50,2e-05,0.01,44375809,70.59587359428406,9246,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_scaffold_seed1000/training.log
molformer_c3,sider,fullft,0,scaffold,classification,mean_auc,0.5868587389146347,PASS,36,50,50,2e-05,0.01,44395803,82.14797401428223,7939,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed0/training.log
molformer_c3,sider,fullft,1,scaffold,classification,mean_auc,0.6373453181688015,PASS,37,50,50,2e-05,0.01,44395803,89.38704252243042,10707,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,sider,fullft,2,scaffold,classification,mean_auc,0.5849193251346397,PASS,40,50,50,2e-05,0.01,44395803,95.57630038261414,7925,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,sider,fullft,10,scaffold,classification,mean_auc,0.6265341515419764,PASS,35,50,50,2e-05,0.01,44395803,85.12141990661621,7838,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,sider,fullft,100,scaffold,classification,mean_auc,0.6402609346510961,PASS,38,50,50,2e-05,0.01,44395803,91.89065432548523,7788,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,sider,fullft,1000,scaffold,classification,mean_auc,0.6145027357423706,PASS,36,50,50,2e-05,0.01,44395803,91.91384625434875,7963,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_scaffold_seed1000/training.log
