backbone,dataset,method,seed,protocol,task_type,metric_type,final_metric,status,epochs_completed,epochs_requested,batch_size,lr,weight_decay,trainable_params,elapsed_sec,peak_mib,checkpoint_path,checkpoint_exists,training_log
molformer_c3,bbbp,fullft,1000,random,classification,auc,0.9688920454545454,PASS,33,50,50,2e-05,0.01,44375809,75.72568225860596,20030,dumped/baseline_bbbp_fullft_molformer_c3_random_seed1000/model.pt,True,dumped/baseline_bbbp_fullft_molformer_c3_random_seed1000/training.log
molformer_c3,sider,fullft,0,random,classification,mean_auc,0.6790595632191754,PASS,37,50,50,2e-05,0.01,44395803,84.45470595359802,14424,dumped/baseline_sider_fullft_molformer_c3_random_seed0/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed0/training.log
molformer_c3,sider,fullft,1,random,classification,mean_auc,0.6359426588029768,PASS,38,50,50,2e-05,0.01,44395803,88.13784646987915,14422,dumped/baseline_sider_fullft_molformer_c3_random_seed1/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed1/training.log
molformer_c3,sider,fullft,2,random,classification,mean_auc,0.5839962045694778,PASS,38,50,50,2e-05,0.01,44395803,86.06362986564636,14436,dumped/baseline_sider_fullft_molformer_c3_random_seed2/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed2/training.log
molformer_c3,sider,fullft,10,random,classification,mean_auc,0.63267411018525,PASS,38,50,50,2e-05,0.01,44395803,86.1207799911499,14426,dumped/baseline_sider_fullft_molformer_c3_random_seed10/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed10/training.log
molformer_c3,sider,fullft,100,random,classification,mean_auc,0.6670134178497314,PASS,37,50,50,2e-05,0.01,44395803,84.510098695755,14426,dumped/baseline_sider_fullft_molformer_c3_random_seed100/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed100/training.log
molformer_c3,sider,fullft,1000,random,classification,mean_auc,0.6366779355186298,PASS,41,50,50,2e-05,0.01,44395803,94.93600463867188,14426,dumped/baseline_sider_fullft_molformer_c3_random_seed1000/model.pt,True,dumped/baseline_sider_fullft_molformer_c3_random_seed1000/training.log
cmpnn,freesolv,fullft,0,scaffold,regression,rmse,1.778183,PASS,48,50,50,0.001,0.0,1888801,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,freesolv,fullft,1,scaffold,regression,rmse,,FAIL,,50,50,0.001,0.0,,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,False,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,freesolv,fullft,2,scaffold,regression,rmse,1.696973,PASS,41,50,50,0.001,0.0,1888801,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,freesolv,fullft,10,scaffold,regression,rmse,1.8974,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,freesolv,fullft,100,scaffold,regression,rmse,1.460946,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,freesolv,fullft,1000,scaffold,regression,rmse,1.451268,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_freesolv_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_freesolv_fullft_cmpnn_scaffold/seed1000/training.log
cmpnn,esol,fullft,0,scaffold,regression,rmse,0.689763,PASS,47,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,esol,fullft,1,scaffold,regression,rmse,0.835334,PASS,38,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,esol,fullft,2,scaffold,regression,rmse,0.958721,PASS,44,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,esol,fullft,10,scaffold,regression,rmse,0.904079,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,esol,fullft,100,scaffold,regression,rmse,0.859654,PASS,37,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,esol,fullft,1000,scaffold,regression,rmse,0.675582,PASS,49,50,50,0.001,0.0,1888801,,,dumped/baseline_esol_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_esol_fullft_cmpnn_scaffold/seed1000/training.log
cmpnn,lipo,fullft,0,scaffold,regression,rmse,0.625108,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,lipo,fullft,1,scaffold,regression,rmse,0.572314,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,lipo,fullft,2,scaffold,regression,rmse,0.622027,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,lipo,fullft,10,scaffold,regression,rmse,0.645845,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,lipo,fullft,100,scaffold,regression,rmse,0.567351,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,lipo,fullft,1000,scaffold,regression,rmse,0.616572,PASS,46,50,50,0.001,0.0,1888801,,,dumped/baseline_lipo_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_lipo_fullft_cmpnn_scaffold/seed1000/training.log
cmpnn,bace,fullft,0,scaffold,classification,auc,0.808604,PASS,40,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,bace,fullft,1,scaffold,classification,auc,0.905575,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,bace,fullft,2,scaffold,classification,auc,0.864314,PASS,45,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,bace,fullft,10,scaffold,classification,auc,0.827115,PASS,39,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,bace,fullft,100,scaffold,classification,auc,0.772743,PASS,36,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,bace,fullft,1000,scaffold,classification,auc,0.885655,PASS,38,50,50,0.001,0.0,1888801,,,dumped/baseline_bace_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_bace_fullft_cmpnn_scaffold/seed1000/training.log
cmpnn,bbbp,fullft,0,scaffold,classification,auc,0.939431,PASS,32,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,bbbp,fullft,1,scaffold,classification,auc,0.917697,PASS,39,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,bbbp,fullft,2,scaffold,classification,auc,0.975721,PASS,41,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,bbbp,fullft,10,scaffold,classification,auc,0.968716,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,bbbp,fullft,100,scaffold,classification,auc,0.960121,PASS,34,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,bbbp,fullft,1000,scaffold,classification,auc,0.951342,PASS,50,50,50,0.001,0.0,1888801,,,dumped/baseline_bbbp_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_bbbp_fullft_cmpnn_scaffold/seed1000/training.log
cmpnn,sider,fullft,0,scaffold,classification,auc,0.641302,PASS,47,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed0/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed0/training.log
cmpnn,sider,fullft,1,scaffold,classification,auc,0.618727,PASS,50,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed1/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed1/training.log
cmpnn,sider,fullft,2,scaffold,classification,auc,0.600816,PASS,40,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed2/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed2/training.log
cmpnn,sider,fullft,10,scaffold,classification,auc,0.651756,PASS,39,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed10/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed10/training.log
cmpnn,sider,fullft,100,scaffold,classification,auc,0.629793,PASS,43,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed100/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed100/training.log
cmpnn,sider,fullft,1000,scaffold,classification,auc,0.64862,PASS,40,50,50,0.001,0.0,1896627,,,dumped/baseline_sider_fullft_cmpnn_scaffold_seed1000/run_0/model_0/model.pt,True,logs/baseline_sider_fullft_cmpnn_scaffold/seed1000/training.log
chemberta2,freesolv,fullft,0,scaffold,regression,rmse,2.9494767840348475,PASS,50,50,50,2e-05,0.01,3427825,13.146568775177002,9882,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,freesolv,fullft,1,scaffold,regression,rmse,2.825741770085953,PASS,50,50,50,2e-05,0.01,3427825,13.188240051269531,10012,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,freesolv,fullft,2,scaffold,regression,rmse,2.670490017476411,PASS,50,50,50,2e-05,0.01,3427825,12.352473735809326,9837,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,freesolv,fullft,10,scaffold,regression,rmse,3.1889597224374167,PASS,50,50,50,2e-05,0.01,3427825,13.43328070640564,10119,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,freesolv,fullft,100,scaffold,regression,rmse,2.6602179118220572,PASS,50,50,50,2e-05,0.01,3427825,13.606284618377686,10199,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,freesolv,fullft,1000,scaffold,regression,rmse,2.9141186256219527,PASS,50,50,50,2e-05,0.01,3427825,14.636083126068115,9913,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_freesolv_fullft_chemberta2_scaffold_seed1000/training.log
chemberta2,esol,fullft,0,scaffold,regression,rmse,0.7582970476027892,PASS,50,50,50,2e-05,0.01,3427825,19.359378814697266,10149,dumped/baseline_esol_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,esol,fullft,1,scaffold,regression,rmse,1.190359637708397,PASS,50,50,50,2e-05,0.01,3427825,18.65032386779785,10061,dumped/baseline_esol_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,esol,fullft,2,scaffold,regression,rmse,1.1163180509287969,PASS,48,50,50,2e-05,0.01,3427825,17.094464540481567,9958,dumped/baseline_esol_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,esol,fullft,10,scaffold,regression,rmse,1.035326788907595,PASS,50,50,50,2e-05,0.01,3427825,18.969640016555786,10079,dumped/baseline_esol_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,esol,fullft,100,scaffold,regression,rmse,0.9105101130791682,PASS,50,50,50,2e-05,0.01,3427825,18.936580657958984,10153,dumped/baseline_esol_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,esol,fullft,1000,scaffold,regression,rmse,1.019756365364111,PASS,50,50,50,2e-05,0.01,3427825,19.082329034805298,10064,dumped/baseline_esol_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_esol_fullft_chemberta2_scaffold_seed1000/training.log
chemberta2,lipo,fullft,0,scaffold,regression,rmse,0.741395387077542,PASS,50,50,50,2e-05,0.01,3427825,62.26574969291687,10573,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,lipo,fullft,1,scaffold,regression,rmse,0.7045526421996936,PASS,50,50,50,2e-05,0.01,3427825,62.93727111816406,10573,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,lipo,fullft,2,scaffold,regression,rmse,0.801956579588349,PASS,50,50,50,2e-05,0.01,3427825,65.04882478713989,10993,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,lipo,fullft,10,scaffold,regression,rmse,0.793501463599679,PASS,50,50,50,2e-05,0.01,3427825,66.56405901908875,10832,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,lipo,fullft,100,scaffold,regression,rmse,0.8373775378409578,PASS,50,50,50,2e-05,0.01,3427825,65.4111123085022,11221,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,lipo,fullft,1000,scaffold,regression,rmse,0.8205398607794134,PASS,50,50,50,2e-05,0.01,3427825,65.93368148803711,10762,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_lipo_fullft_chemberta2_scaffold_seed1000/training.log
chemberta2,bace,fullft,0,scaffold,classification,auc,0.8337137840210711,PASS,42,50,50,2e-05,0.01,3427825,22.19929599761963,10774,dumped/baseline_bace_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,bace,fullft,1,scaffold,classification,auc,0.8743031358885017,PASS,50,50,50,2e-05,0.01,3427825,26.553000926971436,10989,dumped/baseline_bace_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,bace,fullft,2,scaffold,classification,auc,0.7938235294117647,PASS,47,50,50,2e-05,0.01,3427825,24.73954176902771,10935,dumped/baseline_bace_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,bace,fullft,10,scaffold,classification,auc,0.8260576923076923,PASS,45,50,50,2e-05,0.01,3427825,23.40329909324646,10725,dumped/baseline_bace_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,bace,fullft,100,scaffold,classification,auc,0.7584201388888889,PASS,50,50,50,2e-05,0.01,3427825,26.29192018508911,10654,dumped/baseline_bace_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,bace,fullft,1000,scaffold,classification,auc,0.8747401247401247,PASS,50,50,50,2e-05,0.01,3427825,25.453871488571167,10405,dumped/baseline_bace_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_bace_fullft_chemberta2_scaffold_seed1000/training.log
chemberta2,bbbp,fullft,0,scaffold,classification,auc,0.9598031173092699,PASS,43,50,50,2e-05,0.01,3427825,28.38358998298645,11433,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,bbbp,fullft,1,scaffold,classification,auc,0.9562424242424242,PASS,44,50,50,2e-05,0.01,3427825,29.75845193862915,11011,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,bbbp,fullft,2,scaffold,classification,auc,0.9804128547970913,PASS,50,50,50,2e-05,0.01,3427825,33.962034702301025,10761,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,bbbp,fullft,10,scaffold,classification,auc,0.9609766732068891,PASS,50,50,50,2e-05,0.01,3427825,33.3127863407135,11037,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,bbbp,fullft,100,scaffold,classification,auc,0.9549090909090909,PASS,39,50,50,2e-05,0.01,3427825,27.30809998512268,11122,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,bbbp,fullft,1000,scaffold,classification,auc,0.9655441035474592,PASS,46,50,50,2e-05,0.01,3427825,31.466609001159668,10745,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_bbbp_fullft_chemberta2_scaffold_seed1000/training.log
chemberta2,sider,fullft,0,scaffold,classification,mean_auc,0.5486898276834782,PASS,50,50,50,2e-05,0.01,3437835,53.10694980621338,11881,dumped/baseline_sider_fullft_chemberta2_scaffold_seed0/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed0/training.log
chemberta2,sider,fullft,1,scaffold,classification,mean_auc,0.5773749190005545,PASS,50,50,50,2e-05,0.01,3437835,51.23930096626282,13173,dumped/baseline_sider_fullft_chemberta2_scaffold_seed1/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed1/training.log
chemberta2,sider,fullft,2,scaffold,classification,mean_auc,0.5615482597469921,PASS,50,50,50,2e-05,0.01,3437835,52.47107744216919,11588,dumped/baseline_sider_fullft_chemberta2_scaffold_seed2/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed2/training.log
chemberta2,sider,fullft,10,scaffold,classification,mean_auc,0.5955835299269144,PASS,50,50,50,2e-05,0.01,3437835,51.51417922973633,13007,dumped/baseline_sider_fullft_chemberta2_scaffold_seed10/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed10/training.log
chemberta2,sider,fullft,100,scaffold,classification,mean_auc,0.5951951808314683,PASS,50,50,50,2e-05,0.01,3437835,52.311054706573486,11477,dumped/baseline_sider_fullft_chemberta2_scaffold_seed100/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed100/training.log
chemberta2,sider,fullft,1000,scaffold,classification,mean_auc,0.5970788669849527,PASS,50,50,50,2e-05,0.01,3437835,55.667211294174194,11325,dumped/baseline_sider_fullft_chemberta2_scaffold_seed1000/model.pt,True,dumped/baseline_sider_fullft_chemberta2_scaffold_seed1000/training.log
molformer_c3,freesolv,fullft,0,scaffold,regression,rmse,1.7813732706882925,PASS,50,50,50,2e-05,0.01,44375809,40.72864127159119,11513,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed0/training.log
molformer_c3,freesolv,fullft,1,scaffold,regression,rmse,3.0570719356739473,PASS,50,50,50,2e-05,0.01,44375809,36.03998255729675,11256,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,freesolv,fullft,2,scaffold,regression,rmse,1.3916851246156061,PASS,50,50,50,2e-05,0.01,44375809,34.41435170173645,11292,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,freesolv,fullft,10,scaffold,regression,rmse,1.7647875259717702,PASS,50,50,50,2e-05,0.01,44375809,33.10885810852051,4460,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,freesolv,fullft,100,scaffold,regression,rmse,1.5417571513797386,PASS,50,50,50,2e-05,0.01,44375809,37.92206931114197,4678,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,freesolv,fullft,1000,scaffold,regression,rmse,1.5330048451107572,PASS,50,50,50,2e-05,0.01,44375809,34.50495457649231,4644,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_freesolv_fullft_molformer_c3_scaffold_seed1000/training.log
molformer_c3,esol,fullft,0,scaffold,regression,rmse,0.9152658155106909,PASS,43,50,50,2e-05,0.01,44375809,46.1078405380249,5872,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed0/training.log
molformer_c3,esol,fullft,1,scaffold,regression,rmse,1.0074821344689486,PASS,50,50,50,2e-05,0.01,44375809,52.847126722335815,5889,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,esol,fullft,2,scaffold,regression,rmse,1.0580908787966483,PASS,50,50,50,2e-05,0.01,44375809,51.942983865737915,4860,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,esol,fullft,10,scaffold,regression,rmse,0.9796148586568445,PASS,50,50,50,2e-05,0.01,44375809,53.1326847076416,5904,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,esol,fullft,100,scaffold,regression,rmse,0.9122275494431438,PASS,45,50,50,2e-05,0.01,44375809,45.72964000701904,5167,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,esol,fullft,1000,scaffold,regression,rmse,0.8742087396861636,PASS,43,50,50,2e-05,0.01,44375809,43.11951303482056,5751,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_esol_fullft_molformer_c3_scaffold_seed1000/training.log
molformer_c3,lipo,fullft,0,scaffold,regression,rmse,0.6335010550128127,PASS,50,50,50,2e-05,0.01,44375809,182.48918795585632,7699,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed0/training.log
molformer_c3,lipo,fullft,1,scaffold,regression,rmse,0.6444291698652543,PASS,50,50,50,2e-05,0.01,44375809,184.53984141349792,14016,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed1/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed1/training.log
molformer_c3,lipo,fullft,2,scaffold,regression,rmse,0.6791784419070656,PASS,50,50,50,2e-05,0.01,44375809,183.0187554359436,9559,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed2/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed2/training.log
molformer_c3,lipo,fullft,10,scaffold,regression,rmse,0.7295120420396746,PASS,50,50,50,2e-05,0.01,44375809,187.21905732154846,13631,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed10/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed10/training.log
molformer_c3,lipo,fullft,100,scaffold,regression,rmse,0.7113302634058845,PASS,50,50,50,2e-05,0.01,44375809,183.59328722953796,13588,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed100/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed100/training.log
molformer_c3,lipo,fullft,1000,scaffold,regression,rmse,0.6871768885717372,PASS,50,50,50,2e-05,0.01,44375809,186.70796132087708,11739,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed1000/model.pt,True,dumped/baseline_lipo_fullft_molformer_c3_scaffold_seed1000/training.log
molformer_c3,bace,fullft,0,scaffold,classification,auc,0.8,PASS,37,50,50,2e-05,0.01,44375809,59.01208019256592,8825,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed0/model.pt,True,dumped/baseline_bace_fullft_molformer_c3_scaffold_seed0/training.log
