backbone,dataset,method,lora_alpha,seed,protocol,metric_type,task_type,n7_metric,alpha16_baseline_metric,paired_bad_diff_vs_alpha16,direction,n7_checkpoint,alpha16_baseline_checkpoint
chemberta2,freesolv,lora,8,1,random,rmse,regression,1.093652230388868,1.0145382275173243,0.0791140028715438,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_lora_alpha8_seed1/model.pt,dumped/baseline_freesolv_lora_chemberta2_seed1/model.pt
chemberta2,freesolv,lora,8,2,random,rmse,regression,1.750326943510751,1.7110530169782585,0.0392739265324924,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_lora_alpha8_seed2/model.pt,dumped/baseline_freesolv_lora_chemberta2_seed2/model.pt
chemberta2,freesolv,lora,32,0,random,rmse,regression,1.123288866591144,1.2400031407378014,-0.11671427414665736,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_lora_alpha32_seed0/model.pt,dumped/baseline_freesolv_lora_chemberta2_seed0/model.pt
chemberta2,freesolv,lora,32,1,random,rmse,regression,1.0350832355588182,1.0145382275173243,0.02054500804149395,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_lora_alpha32_seed1/model.pt,dumped/baseline_freesolv_lora_chemberta2_seed1/model.pt
chemberta2,freesolv,lora,32,2,random,rmse,regression,1.6484879038548883,1.7110530169782585,-0.06256511312337021,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_lora_alpha32_seed2/model.pt,dumped/baseline_freesolv_lora_chemberta2_seed2/model.pt
chemberta2,freesolv,dora,8,0,random,rmse,regression,1.2685082172342665,1.2407933214669495,0.027714895767317005,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha8_seed0/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed0/model.pt
chemberta2,freesolv,dora,8,1,random,rmse,regression,1.0899762035537082,1.012080418810385,0.07789578474332326,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha8_seed1/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed1/model.pt
chemberta2,freesolv,dora,8,2,random,rmse,regression,1.7442475186833735,1.703108061260018,0.04113945742335545,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha8_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed2/model.pt
chemberta2,freesolv,dora,32,0,random,rmse,regression,1.1176212775796983,1.2407933214669495,-0.12317204388725123,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha32_seed0/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed0/model.pt
chemberta2,freesolv,dora,32,1,random,rmse,regression,1.0268037486417707,1.012080418810385,0.0147233298313858,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha32_seed1/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed1/model.pt
chemberta2,freesolv,dora,32,2,random,rmse,regression,1.6433927894860278,1.703108061260018,-0.059715271773990164,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_freesolv_dora_alpha32_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_seed2/model.pt
chemberta2,esol,lora,8,0,random,rmse,regression,0.8181736628410138,0.7701278929579429,0.048045769883070855,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha8_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_seed0/model.pt
chemberta2,esol,lora,8,1,random,rmse,regression,0.696945971993278,0.7244615429714457,-0.027515570978167703,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha8_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_seed1/model.pt
chemberta2,esol,lora,8,2,random,rmse,regression,0.687977819857309,0.7027191898386811,-0.014741369981372099,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha8_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_seed2/model.pt
chemberta2,esol,lora,32,0,random,rmse,regression,0.7721279887999507,0.7701278929579429,0.0020000958420077763,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha32_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_seed0/model.pt
chemberta2,esol,lora,32,1,random,rmse,regression,0.7122238594472116,0.7244615429714457,-0.012237683524234155,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha32_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_seed1/model.pt
chemberta2,esol,lora,32,2,random,rmse,regression,0.6981056346615093,0.7027191898386811,-0.004613555177171769,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_lora_alpha32_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_seed2/model.pt
chemberta2,esol,dora,8,0,random,rmse,regression,0.8154576096922244,0.8071259523350363,0.008331657357188105,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha8_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_seed0/model.pt
chemberta2,esol,dora,8,1,random,rmse,regression,0.6946774057537816,0.7239197279335984,-0.029242322179816815,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha8_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_seed1/model.pt
chemberta2,esol,dora,8,2,random,rmse,regression,0.6858401852964963,0.6964969191007258,-0.01065673380422949,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha8_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_seed2/model.pt
chemberta2,esol,dora,32,0,random,rmse,regression,0.7743175778408379,0.8071259523350363,-0.03280837449419838,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha32_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_seed0/model.pt
chemberta2,esol,dora,32,1,random,rmse,regression,0.7071796493330508,0.7239197279335984,-0.016740078600547603,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha32_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_seed1/model.pt
chemberta2,esol,dora,32,2,random,rmse,regression,0.695473791552825,0.6964969191007258,-0.0010231275479007929,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_esol_dora_alpha32_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_seed2/model.pt
chemberta2,lipo,lora,8,0,random,rmse,regression,0.7205213612176795,0.7186797978490805,0.0018415633685989752,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha8_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_seed0/model.pt
chemberta2,lipo,lora,8,1,random,rmse,regression,0.8107118737369138,0.8041329926933086,0.006578881043605156,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha8_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_seed1/model.pt
chemberta2,lipo,lora,8,2,random,rmse,regression,0.7152076170336497,0.7146806374484348,0.0005269795852148595,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha8_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_seed2/model.pt
chemberta2,lipo,lora,32,0,random,rmse,regression,0.6966618079224434,0.7186797978490805,-0.02201798992663717,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha32_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_seed0/model.pt
chemberta2,lipo,lora,32,1,random,rmse,regression,0.7567993942790602,0.8041329926933086,-0.047333598414248446,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha32_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_seed1/model.pt
chemberta2,lipo,lora,32,2,random,rmse,regression,0.7025617886924757,0.7146806374484348,-0.012118848755959144,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_lora_alpha32_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_seed2/model.pt
chemberta2,lipo,dora,8,0,random,rmse,regression,0.7252011825689699,0.7083470025333098,0.016854180035660082,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha8_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_seed0/model.pt
chemberta2,lipo,dora,8,1,random,rmse,regression,0.8145281347774643,0.796070627881888,0.018457506895576348,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha8_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_seed1/model.pt
chemberta2,lipo,dora,8,2,random,rmse,regression,0.7113044965277164,0.7257291875753176,-0.014424691047601135,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha8_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_seed2/model.pt
chemberta2,lipo,dora,32,0,random,rmse,regression,0.702563633938463,0.7083470025333098,-0.005783368594846849,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha32_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_seed0/model.pt
chemberta2,lipo,dora,32,1,random,rmse,regression,0.7514192345493428,0.796070627881888,-0.0446513933325452,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha32_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_seed1/model.pt
chemberta2,lipo,dora,32,2,random,rmse,regression,0.710751477731409,0.7257291875753176,-0.01497770984390856,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_lipo_dora_alpha32_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_seed2/model.pt
chemberta2,bace,lora,8,0,random,auc,classification,0.902210433244916,0.8961980548187445,-0.006012378426171527,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha8_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_seed0/model.pt
chemberta2,bace,lora,8,1,random,auc,classification,0.8525369978858351,0.8528893587033122,0.0003523608174770265,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha8_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_seed1/model.pt
chemberta2,bace,lora,8,2,random,auc,classification,0.7995460101274664,0.7930853850183343,-0.006460625109132145,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha8_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_seed2/model.pt
chemberta2,bace,lora,32,0,random,auc,classification,0.907869142351901,0.8961980548187445,-0.011671087533156488,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha32_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_seed0/model.pt
chemberta2,bace,lora,32,1,random,auc,classification,0.8423185341789993,0.8528893587033122,0.010570824524312905,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha32_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_seed1/model.pt
chemberta2,bace,lora,32,2,random,auc,classification,0.8140387637506548,0.7930853850183343,-0.020953378732320505,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_lora_alpha32_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_seed2/model.pt
chemberta2,bace,dora,8,0,random,auc,classification,0.8873563218390804,0.897789566755084,0.010433244916003614,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha8_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_seed0/model.pt
chemberta2,bace,dora,8,1,random,auc,classification,0.8551797040169133,0.8548273431994362,-0.00035236081747713754,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha8_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_seed1/model.pt
chemberta2,bace,dora,8,2,random,auc,classification,0.7988475641697224,0.7922123275711542,-0.006635236598568128,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha8_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_seed2/model.pt
chemberta2,bace,dora,32,0,random,auc,classification,0.9073386383731211,0.897789566755084,-0.009549071618037086,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha32_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_seed0/model.pt
chemberta2,bace,dora,32,1,random,auc,classification,0.8416138125440451,0.8548273431994362,0.013213530655391104,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha32_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_seed1/model.pt
chemberta2,bace,dora,32,2,random,auc,classification,0.8122926488562947,0.7922123275711542,-0.02008032128514048,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bace_dora_alpha32_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_seed2/model.pt
chemberta2,bbbp,lora,8,0,random,auc,classification,0.9371951219512196,0.9428353658536586,0.005640243902439002,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha8_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed0/model.pt
chemberta2,bbbp,lora,8,1,random,auc,classification,0.9779644895370958,0.9752694990488269,-0.0026949904882689335,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha8_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed1/model.pt
chemberta2,bbbp,lora,8,2,random,auc,classification,0.9681369321922317,0.9730085582620145,0.004871626069782753,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha8_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed2/model.pt
chemberta2,bbbp,lora,32,0,random,auc,classification,0.9291158536585366,0.9428353658536586,0.013719512195122019,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha32_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed0/model.pt
chemberta2,bbbp,lora,32,1,random,auc,classification,0.9722574508560557,0.9752694990488269,0.003012048192771122,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha32_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed1/model.pt
chemberta2,bbbp,lora,32,2,random,auc,classification,0.9730085582620145,0.9730085582620145,0.0,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_lora_alpha32_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_seed2/model.pt
chemberta2,bbbp,dora,8,0,random,auc,classification,0.9370426829268292,0.943140243902439,0.0060975609756097615,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha8_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed0/model.pt
chemberta2,bbbp,dora,8,1,random,auc,classification,0.9779644895370958,0.9751109701965758,-0.0028535193405200276,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha8_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed1/model.pt
chemberta2,bbbp,dora,8,2,random,auc,classification,0.9691902567478604,0.9735352205398289,0.00434496379196847,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha8_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed2/model.pt
chemberta2,bbbp,dora,32,0,random,auc,classification,0.9291158536585366,0.943140243902439,0.014024390243902451,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha32_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed0/model.pt
chemberta2,bbbp,dora,32,1,random,auc,classification,0.9720989220038047,0.9751109701965758,0.003012048192771122,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha32_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed1/model.pt
chemberta2,bbbp,dora,32,2,random,auc,classification,0.9606319947333772,0.9735352205398289,0.012903225806451646,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_bbbp_dora_alpha32_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_seed2/model.pt
chemberta2,sider,lora,8,0,random,mean_auc,classification,0.6512710103115744,0.6407640257191135,-0.01050698459246091,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha8_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_seed0/model.pt
chemberta2,sider,lora,8,1,random,mean_auc,classification,0.5856036138332983,0.5996781943023831,0.01407458046908483,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha8_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_seed1/model.pt
chemberta2,sider,lora,8,2,random,mean_auc,classification,0.5706141576667662,0.5494574475408543,-0.021156710125911804,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha8_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_seed2/model.pt
chemberta2,sider,lora,32,0,random,mean_auc,classification,0.6263688084870908,0.6407640257191135,0.01439521723202275,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha32_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_seed0/model.pt
chemberta2,sider,lora,32,1,random,mean_auc,classification,0.5860533325169721,0.5996781943023831,0.013624861785411002,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha32_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_seed1/model.pt
chemberta2,sider,lora,32,2,random,mean_auc,classification,0.560459991240206,0.5494574475408543,-0.011002543699351608,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_lora_alpha32_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_seed2/model.pt
chemberta2,sider,dora,8,0,random,mean_auc,classification,0.6311654596098658,0.641688592975528,0.01052313336566224,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha8_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_seed0/model.pt
chemberta2,sider,dora,8,1,random,mean_auc,classification,0.5864131080205233,0.6015994214645294,0.015186313444006116,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha8_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_seed1/model.pt
chemberta2,sider,dora,8,2,random,mean_auc,classification,0.5720143838014672,0.5557024269867524,-0.016311956814714756,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha8_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_seed2/model.pt
chemberta2,sider,dora,32,0,random,mean_auc,classification,0.6264116769289354,0.641688592975528,0.015276916046592648,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha32_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_seed0/model.pt
chemberta2,sider,dora,32,1,random,mean_auc,classification,0.5889367613903614,0.6015994214645294,0.012662660074167942,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha32_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_seed1/model.pt
chemberta2,sider,dora,32,2,random,mean_auc,classification,0.5589605420601234,0.5557024269867524,-0.0032581150733709263,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_chemberta2_sider_dora_alpha32_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_seed2/model.pt
molformer_c3,freesolv,lora,8,0,random,rmse,regression,1.0991267335900394,1.0334410078083185,0.06568572578172094,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha8_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed0/model.pt
molformer_c3,freesolv,lora,8,1,random,rmse,regression,0.992310463802514,1.0637826470319691,-0.07147218322945514,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha8_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed1/model.pt
molformer_c3,freesolv,lora,8,2,random,rmse,regression,1.8716709465165884,1.5229076540045796,0.34876329251200877,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha8_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed2/model.pt
molformer_c3,freesolv,lora,32,0,random,rmse,regression,0.9648459430623324,1.0334410078083185,-0.06859506474598609,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha32_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed0/model.pt
molformer_c3,freesolv,lora,32,1,random,rmse,regression,0.9094928075244915,1.0637826470319691,-0.15428983950747766,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha32_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed1/model.pt
