backbone,dataset,method,lora_alpha,seed,protocol,metric_type,task_type,n7_metric,alpha16_baseline_metric,paired_bad_diff_vs_alpha16,direction,n7_checkpoint,alpha16_baseline_checkpoint
molformer_c3,freesolv,lora,32,2,random,rmse,regression,1.8839713048511226,1.5229076540045796,0.361063650846543,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_lora_alpha32_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_seed2/model.pt
molformer_c3,freesolv,dora,8,0,random,rmse,regression,1.1644962705893969,0.9993806053228679,0.165115665266529,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha8_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed0/model.pt
molformer_c3,freesolv,dora,8,1,random,rmse,regression,0.9241317991886092,0.8920719372518675,0.03205986193674171,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha8_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed1/model.pt
molformer_c3,freesolv,dora,8,2,random,rmse,regression,1.8400006075526354,1.622880433657089,0.2171201738955464,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha8_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed2/model.pt
molformer_c3,freesolv,dora,32,0,random,rmse,regression,1.039986966399905,0.9993806053228679,0.04060636107703719,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha32_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed0/model.pt
molformer_c3,freesolv,dora,32,1,random,rmse,regression,0.9839487818224008,0.8920719372518675,0.09187684457053324,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha32_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed1/model.pt
molformer_c3,freesolv,dora,32,2,random,rmse,regression,1.8417215989264692,1.622880433657089,0.21884116526938024,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_freesolv_dora_alpha32_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_seed2/model.pt
molformer_c3,esol,lora,8,0,random,rmse,regression,0.6726449059428119,0.8281434255025666,-0.1554985195597547,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha8_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_seed0/model.pt
molformer_c3,esol,lora,8,1,random,rmse,regression,0.7337448175822412,0.6928922987335012,0.04085251884873997,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha8_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_seed1/model.pt
molformer_c3,esol,lora,8,2,random,rmse,regression,0.6708080114201835,0.6687070324722078,0.0021009789479757845,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha8_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_seed2/model.pt
molformer_c3,esol,lora,32,0,random,rmse,regression,0.7042471302679524,0.8281434255025666,-0.1238962952346142,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha32_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_seed0/model.pt
molformer_c3,esol,lora,32,1,random,rmse,regression,0.7162984835607444,0.6928922987335012,0.023406184827243215,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha32_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_seed1/model.pt
molformer_c3,esol,lora,32,2,random,rmse,regression,0.7354725691285099,0.6687070324722078,0.06676553665630214,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_lora_alpha32_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_seed2/model.pt
molformer_c3,esol,dora,8,0,random,rmse,regression,0.789333636845496,0.7560035903128893,0.03333004653260663,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha8_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_seed0/model.pt
molformer_c3,esol,dora,8,1,random,rmse,regression,0.7168297201421954,0.6783952376715828,0.03843448247061254,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha8_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_seed1/model.pt
molformer_c3,esol,dora,8,2,random,rmse,regression,0.6709018579476353,0.6874898346236111,-0.01658797667597578,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha8_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_seed2/model.pt
molformer_c3,esol,dora,32,0,random,rmse,regression,0.6857130495908926,0.7560035903128893,-0.0702905407219967,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha32_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_seed0/model.pt
molformer_c3,esol,dora,32,1,random,rmse,regression,0.6840904611072208,0.6783952376715828,0.005695223435637997,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha32_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_seed1/model.pt
molformer_c3,esol,dora,32,2,random,rmse,regression,0.6513043649280907,0.6874898346236111,-0.03618546969552039,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_esol_dora_alpha32_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_seed2/model.pt
molformer_c3,lipo,lora,8,0,random,rmse,regression,0.6882596370841234,0.6294550426388132,0.058804594445310165,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha8_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed0/model.pt
molformer_c3,lipo,lora,8,1,random,rmse,regression,0.7055722140696845,0.6677710703528624,0.03780114371682208,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha8_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed1/model.pt
molformer_c3,lipo,lora,8,2,random,rmse,regression,0.6314438040821809,0.632228982594937,-0.0007851785127560573,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha8_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed2/model.pt
molformer_c3,lipo,lora,32,0,random,rmse,regression,0.6395045227758773,0.6294550426388132,0.010049480137064082,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha32_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed0/model.pt
molformer_c3,lipo,lora,32,1,random,rmse,regression,0.6611655380736863,0.6677710703528624,-0.006605532279176152,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha32_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed1/model.pt
molformer_c3,lipo,lora,32,2,random,rmse,regression,0.626765142762282,0.632228982594937,-0.005463839832654971,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_lora_alpha32_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_seed2/model.pt
molformer_c3,lipo,dora,8,0,random,rmse,regression,0.690592486276415,0.6428902514386271,0.047702234837787905,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha8_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed0/model.pt
molformer_c3,lipo,dora,8,1,random,rmse,regression,0.7225738478410364,0.6780011094655325,0.044572738375503906,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha8_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed1/model.pt
molformer_c3,lipo,dora,8,2,random,rmse,regression,0.6371436310428328,0.6175437575060511,0.01959987353678172,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha8_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed2/model.pt
molformer_c3,lipo,dora,32,0,random,rmse,regression,0.6230009056041865,0.6428902514386271,-0.019889345834440575,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha32_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed0/model.pt
molformer_c3,lipo,dora,32,1,random,rmse,regression,0.7036734243574733,0.6780011094655325,0.025672314891940773,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha32_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed1/model.pt
molformer_c3,lipo,dora,32,2,random,rmse,regression,0.6406250232603488,0.6175437575060511,0.023081265754297697,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_lipo_dora_alpha32_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_seed2/model.pt
molformer_c3,bace,lora,8,0,random,auc,classification,0.909106984969054,0.8912466843501327,-0.0178603006189213,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha8_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_seed0/model.pt
molformer_c3,bace,lora,8,1,random,auc,classification,0.8682170542635659,0.8699788583509513,0.0017618040873854657,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha8_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_seed1/model.pt
molformer_c3,bace,lora,8,2,random,auc,classification,0.8269600139689192,0.8168325475816308,-0.010127466387288342,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha8_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_seed2/model.pt
molformer_c3,bace,lora,32,0,random,auc,classification,0.8868258178603006,0.8912466843501327,0.004420866489832087,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha32_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_seed0/model.pt
molformer_c3,bace,lora,32,1,random,auc,classification,0.8831923890063424,0.8699788583509513,-0.013213530655391104,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha32_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_seed1/model.pt
molformer_c3,bace,lora,32,2,random,auc,classification,0.8332460275886153,0.8168325475816308,-0.016413480006984504,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_lora_alpha32_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_seed2/model.pt
molformer_c3,bace,dora,8,0,random,auc,classification,0.9082228116710875,0.9181255526083112,0.009902740937223653,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha8_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_seed0/model.pt
molformer_c3,bace,dora,8,1,random,auc,classification,0.8708597603946441,0.841261451726568,-0.029598308668076112,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha8_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_seed1/model.pt
molformer_c3,bace,dora,8,2,random,auc,classification,0.820499388859787,0.8486118386589837,0.028112449799196693,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha8_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_seed2/model.pt
molformer_c3,bace,dora,32,0,random,auc,classification,0.9177718832891246,0.9181255526083112,0.00035366931918656697,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha32_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_seed0/model.pt
molformer_c3,bace,dora,32,1,random,auc,classification,0.8551797040169133,0.841261451726568,-0.013918252290345379,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha32_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_seed1/model.pt
molformer_c3,bace,dora,32,2,random,auc,classification,0.8320237471625633,0.8486118386589837,0.016588091496420376,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bace_dora_alpha32_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_seed2/model.pt
molformer_c3,bbbp,lora,8,0,random,auc,classification,0.9292682926829269,0.949390243902439,0.020121951219512102,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha8_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed0/model.pt
molformer_c3,bbbp,lora,8,1,random,auc,classification,0.9805009511731135,0.9787571337983513,-0.0017438173747622576,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha8_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed1/model.pt
molformer_c3,bbbp,lora,8,2,random,auc,classification,0.9672152732060566,0.9685319289005925,0.0013166556945358732,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha8_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed2/model.pt
molformer_c3,bbbp,lora,32,0,random,auc,classification,0.9452743902439025,0.949390243902439,0.004115853658536506,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha32_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed0/model.pt
molformer_c3,bbbp,lora,32,1,random,auc,classification,0.9771718452758402,0.9787571337983513,0.0015852885225110525,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha32_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed1/model.pt
molformer_c3,bbbp,lora,32,2,random,auc,classification,0.9682685977616853,0.9685319289005925,0.00026333113890719684,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_lora_alpha32_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_seed2/model.pt
molformer_c3,bbbp,dora,8,0,random,auc,classification,0.9355182926829269,0.9570121951219512,0.02149390243902438,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha8_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed0/model.pt
molformer_c3,bbbp,dora,8,1,random,auc,classification,0.9805009511731135,0.9787571337983513,-0.0017438173747622576,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha8_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed1/model.pt
molformer_c3,bbbp,dora,8,2,random,auc,classification,0.9668202764976959,0.96550362080316,-0.0013166556945358732,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha8_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed2/model.pt
molformer_c3,bbbp,dora,32,0,random,auc,classification,0.9495426829268293,0.9570121951219512,0.00746951219512193,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha32_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed0/model.pt
molformer_c3,bbbp,dora,32,1,random,auc,classification,0.9648065948002537,0.9787571337983513,0.013950538998097617,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha32_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed1/model.pt
molformer_c3,bbbp,dora,32,2,random,auc,classification,0.9643186306780777,0.96550362080316,0.0011849901250823303,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_bbbp_dora_alpha32_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_seed2/model.pt
molformer_c3,sider,lora,8,0,random,mean_auc,classification,0.6751185364109998,0.6569651418205019,-0.018153394590497918,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha8_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_seed0/model.pt
molformer_c3,sider,lora,8,1,random,mean_auc,classification,0.6252872411801579,0.6221960808902127,-0.0030911602899451607,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha8_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_seed1/model.pt
molformer_c3,sider,lora,8,2,random,mean_auc,classification,0.5913052088125439,0.5856731243682443,-0.005632084444299634,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha8_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_seed2/model.pt
molformer_c3,sider,lora,32,0,random,mean_auc,classification,0.6515156208109547,0.6569651418205019,0.005449521009547209,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha32_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_seed0/model.pt
molformer_c3,sider,lora,32,1,random,mean_auc,classification,0.6249091948822207,0.6221960808902127,-0.0027131139920080205,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha32_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_seed1/model.pt
molformer_c3,sider,lora,32,2,random,mean_auc,classification,0.588479214582449,0.5856731243682443,-0.0028060902142047484,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_lora_alpha32_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_seed2/model.pt
molformer_c3,sider,dora,8,0,random,mean_auc,classification,0.6459325624279306,0.653021820121699,0.007089257693768336,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha8_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_seed0/model.pt
molformer_c3,sider,dora,8,1,random,mean_auc,classification,0.6169524735600922,0.6184832822332953,0.001530808673203099,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha8_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_seed1/model.pt
molformer_c3,sider,dora,8,2,random,mean_auc,classification,0.5900006078995493,0.5844132703162578,-0.005587337583291552,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha8_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_seed2/model.pt
molformer_c3,sider,dora,32,0,random,mean_auc,classification,0.6480324076381798,0.653021820121699,0.00498941248351914,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha32_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_seed0/model.pt
molformer_c3,sider,dora,32,1,random,mean_auc,classification,0.65896743113046,0.6184832822332953,-0.04048414889716467,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha32_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_seed1/model.pt
molformer_c3,sider,dora,32,2,random,mean_auc,classification,0.5887173289851519,0.5844132703162578,-0.004304058668894162,positive = alpha variant worse than alpha=16 baseline in bad-space,docs/overnight_2026-05-20/t7_n7_alpha_sensitivity_random/checkpoints/t7_n7_random_molformer_c3_sider_dora_alpha32_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_seed2/model.pt
