dataset,method,seed,final_epoch,split,layer,top1_energy,top4_energy,top8_energy,erank_norm,spectral_entropy_norm,alignment_A4,alignment_A8,final_snapshot_loss,logit_mean,logit_std,logit_min,logit_max,sha256_integrity_pass,checkpoint_sha256,matrix_rows,matrix_cols,curve_final_epoch,final_val_loss,final_val_metric,final_val_metric_name,final_train_loss,rank1_final
esol,FullFT,1,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.8914951346984512,0.967176382324816,0.9873429710597338,0.027932597304482,0.4614578345037783,0.0006167430268076,0.0035686153863882,0.3188032507896423,-0.6053466796875,1.435186743736267,-3.21875,1.21875,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.2219504788517952,0.8926717042922974,RMSE,0.035223705150121,False
esol,FullFT,2,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.4950748936206056,0.838696368191505,0.9301290106862812,0.0374211615855125,0.5054751807707908,0.0052590284612238,0.008781625190278,0.0548751205205917,0.156890869140625,0.2478607296943664,-0.361328125,0.50390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1014999390712806,0.6679810881614685,RMSE,0.032476391115811,False
esol,FullFT,2,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.9428557651619586,0.996540974304324,0.9999981995259912,0.004445302922621,0.1848165759602864,0.0080299492152906,0.0128947691391155,0.0548751205205917,0.156890869140625,0.2478607296943664,-0.361328125,0.50390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1014999390712806,0.6679810881614685,RMSE,0.032476391115811,True
esol,FullFT,2,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.8780563206929035,0.975259933708865,0.988339741358982,0.0225078123112084,0.4289565190065713,0.0008861466101526,0.0020255613462274,0.0548751205205917,0.156890869140625,0.2478607296943664,-0.361328125,0.50390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1014999390712806,0.6679810881614685,RMSE,0.032476391115811,False
esol,LoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.491654531357681,0.9273193100303434,0.9669472753984178,0.0275606939269601,0.4594403497655525,0.0037842085489316,0.0070283331638498,0.4813574254512787,-0.45751953125,0.2937465310096741,-0.8125,-0.1328125,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5015105179377964,1.4722667932510376,RMSE,0.1146273592536428,False
esol,LoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.9870085452837264,0.998498827820816,0.9999984434380538,0.0032282234596309,0.1366639318910833,0.0167240654071152,0.01883577759062,0.4813574254512787,-0.45751953125,0.2937465310096741,-0.8125,-0.1328125,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5015105179377964,1.4722667932510376,RMSE,0.1146273592536428,True
esol,LoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.8061565341107195,0.9842202408406076,0.9922593935376468,0.0219569745885441,0.4252270775561348,0.000236284127532,0.0045654799130511,0.4813574254512787,-0.45751953125,0.2937465310096741,-0.8125,-0.1328125,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5015105179377964,1.4722667932510376,RMSE,0.1146273592536428,False
esol,LoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.7553527881468535,0.8974714358395764,0.9482294085426042,0.0426072118754207,0.525010291725493,0.0010316750897388,0.0049493715970765,0.4335920810699463,-0.46429443359375,1.3001325130462646,-2.75,1.1171875,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.3855536505579948,1.1765384674072266,RMSE,0.1635519084973936,False
esol,LoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.9691932524789432,0.9942947434824893,0.9999983557015586,0.0042226043437646,0.1770806395424231,0.0076059799548712,0.013103354635016,0.4335920810699463,-0.46429443359375,1.3001325130462646,-2.75,1.1171875,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.3855536505579948,1.1765384674072266,RMSE,0.1635519084973936,True
esol,LoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.8957015234200363,0.9844286243845456,0.9897779422125528,0.0275472180213177,0.4593667361530512,0.0001344558848168,0.0008844004696792,0.4335920810699463,-0.46429443359375,1.3001325130462646,-2.75,1.1171875,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.3855536505579948,1.1765384674072266,RMSE,0.1635519084973936,False
esol,LoRA,2,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.3821405898806627,0.7963282645416934,0.9248923921615732,0.0407905478976539,0.5184518140867077,0.0021725045391361,0.0061129806590067,0.0192609727382659,0.2202262878417968,0.1406123787164688,-0.007720947265625,0.400390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1681316260780607,0.8597179055213928,RMSE,0.1892683941755542,False
esol,LoRA,2,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.9682105116398588,0.998168737942011,0.999998352708492,0.0039807042208396,0.1682011687010285,0.001282285095011,0.0027638226830446,0.0192609727382659,0.2202262878417968,0.1406123787164688,-0.007720947265625,0.400390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1681316260780607,0.8597179055213928,RMSE,0.1892683941755542,True
esol,LoRA,2,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.8499701974675758,0.9578459265166896,0.9827432610737912,0.0251400024267814,0.4456033187034207,2.538376989088135e-05,0.0010424164022379,0.0192609727382659,0.2202262878417968,0.1406123787164688,-0.007720947265625,0.400390625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.1681316260780607,0.8597179055213928,RMSE,0.1892683941755542,False
sider,DoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.4171435876204957,0.7450409299609967,0.8437831003030801,0.1227769357386165,0.6843087778405894,0.0001534435937573,0.0008233785730731,0.7208059430122375,0.959668755531311,2.971587896347046,-8.875,7.375,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.6304993149307039,0.5864738285247488,AUROC,0.3711407728545315,False
sider,DoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.6184527854693382,0.972117816339303,0.997635305373492,0.0303802299193263,0.4741008740393969,0.0006763192906715,0.0013472070103274,0.7208059430122375,0.959668755531311,2.971587896347046,-8.875,7.375,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.6304993149307039,0.5864738285247488,AUROC,0.3711407728545315,False
sider,DoRA,0,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.7272368163477672,0.8854221605886886,0.9239323172148804,0.1349289015726586,0.6985143457657956,0.0005377049623881,0.003018088873762,0.7208059430122375,0.959668755531311,2.971587896347046,-8.875,7.375,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.6304993149307039,0.5864738285247488,AUROC,0.3711407728545315,False
sider,DoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.5403248723231507,0.8345408824796483,0.901370960284778,0.1243620529133946,0.6862395906811775,0.0001825290293563,0.0013861592009869,0.6604428291320801,-0.1313544362783432,2.676788091659546,-8.1875,7.40625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5585364136430953,0.6644078084430873,AUROC,0.3643711698013586,False
sider,DoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_q,0.486605610394036,0.95156697063752,0.9977059451790328,0.02656963847506,0.4539282139362693,0.0008608697514718,0.0018770659684814,0.6604428291320801,-0.1313544362783432,2.676788091659546,-8.1875,7.40625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5585364136430953,0.6644078084430873,AUROC,0.3643711698013586,False
sider,DoRA,1,30,val_first_batch,encoder.layers.11.self_attn.linear_v,0.3058499508375275,0.7438073246354768,0.8343883329110597,0.1641404923330018,0.7280117779316047,0.0003141717240551,0.0012529603895291,0.6604428291320801,-0.1313544362783432,2.676788091659546,-8.1875,7.40625,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5585364136430953,0.6644078084430873,AUROC,0.3643711698013586,False
sider,DoRA,2,30,val_first_batch,encoder.layers.11.self_attn.linear_k,0.2031770209536388,0.4769394838738357,0.6417693914531324,0.1771494616164182,0.739491832774351,0.0008218021727498,0.0022098921989216,0.469265878200531,0.5449264049530029,2.7608907222747803,-8.75,7.34375,True,5b9241630f1cf0b173fb06d1e76096e5daf5f91c3e51b066ba69524dafe60e35,768,768,30,0.5214332441488901,0.6311433568172569,AUROC,0.3945396213264732,False
