backbone,dataset,method,lora_alpha,seed,protocol,metric_type,task_type,n7_metric,alpha16_baseline_metric,paired_bad_diff_vs_alpha16,direction,n7_checkpoint,alpha16_baseline_checkpoint
chemberta2,freesolv,lora,32,1,scaffold,rmse,regression,2.6504785105696396,2.5534737879847706,0.09700472258486892,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,freesolv,lora,32,2,scaffold,rmse,regression,1.860841060929312,2.257611117242196,-0.3967700563128842,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,freesolv,dora,8,0,scaffold,rmse,regression,2.259627302547311,2.179350030404293,0.08027727214301761,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,freesolv,dora,8,1,scaffold,rmse,regression,2.739038033601911,2.546954007473736,0.1920840261281751,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,freesolv,dora,8,2,scaffold,rmse,regression,1.8640996707046453,2.2555224146337007,-0.3914227439290554,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,freesolv,dora,32,0,scaffold,rmse,regression,2.196840128072438,2.179350030404293,0.01749009766814469,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,freesolv,dora,32,1,scaffold,rmse,regression,2.657458939042203,2.546954007473736,0.11050493156846741,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,freesolv,dora,32,2,scaffold,rmse,regression,1.8587267090108441,2.2555224146337007,-0.3967957056228566,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,lora,8,0,scaffold,rmse,regression,0.7368118761250732,0.7722132076984445,-0.03540133157337133,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,lora,8,1,scaffold,rmse,regression,0.9453229982407919,0.9119242576279227,0.03339874061286918,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,lora,8,2,scaffold,rmse,regression,1.0659599627943719,1.06847809126746,-0.002518128473088188,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,lora,32,0,scaffold,rmse,regression,0.7769095967231711,0.7722132076984445,0.004696389024726577,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,lora,32,1,scaffold,rmse,regression,1.0675409449423559,0.9119242576279227,0.15561668731443312,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,lora,32,2,scaffold,rmse,regression,1.092446886076534,1.06847809126746,0.02396879480907388,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,8,0,scaffold,rmse,regression,0.7364961953437151,0.7737233568081575,-0.03722716146444238,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,8,1,scaffold,rmse,regression,0.9440415721443779,0.9920034162708646,-0.04796184412648674,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,8,2,scaffold,rmse,regression,1.0634068377768762,1.0677147965894633,-0.004307958812587165,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,esol,dora,32,0,scaffold,rmse,regression,0.7755036932231979,0.7737233568081575,0.0017803364150403844,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,esol,dora,32,1,scaffold,rmse,regression,0.9698629753920006,0.9920034162708646,-0.02214044087886402,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,esol,dora,32,2,scaffold,rmse,regression,1.0919473233914572,1.0677147965894633,0.024232526801993837,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_esol_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,8,0,scaffold,rmse,regression,0.7234613830710697,0.7156973573177254,0.007764025753344228,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,8,1,scaffold,rmse,regression,0.7270554951655235,0.7192317757762267,0.007823719389296824,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,8,2,scaffold,rmse,regression,0.8057746580104653,0.7994629592163899,0.006311698794075449,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,lora,32,0,scaffold,rmse,regression,0.7164190060344131,0.7156973573177254,0.0007216487166876728,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,lora,32,1,scaffold,rmse,regression,0.6896618103096355,0.7192317757762267,-0.029569965466591186,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,lora,32,2,scaffold,rmse,regression,0.7752179162460803,0.7994629592163899,-0.024245042970309605,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,8,0,scaffold,rmse,regression,0.7224091803416246,0.7091729199783385,0.013236260363286068,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,8,1,scaffold,rmse,regression,0.7234468002215881,0.7117309753506946,0.01171582487089351,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,8,2,scaffold,rmse,regression,0.8097597643671897,0.7943009709544985,0.015458793412691185,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,lipo,dora,32,0,scaffold,rmse,regression,0.7014589917261311,0.7091729199783385,-0.007713928252207403,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,lipo,dora,32,1,scaffold,rmse,regression,0.6878444935603684,0.7117309753506946,-0.023886481790326264,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,lipo,dora,32,2,scaffold,rmse,regression,0.7735695389064225,0.7943009709544985,-0.020731432048075926,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,8,0,scaffold,auc,classification,0.8421422300263389,0.8237050043898156,-0.01843722563652328,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,8,1,scaffold,auc,classification,0.8364982578397212,0.8631533101045297,0.026655052264808465,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,8,2,scaffold,auc,classification,0.7363725490196078,0.7626470588235295,0.026274509803921653,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,lora,32,0,scaffold,auc,classification,0.8410886742756805,0.8237050043898156,-0.017383669885864816,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,lora,32,1,scaffold,auc,classification,0.8572299651567944,0.8631533101045297,0.005923344947735276,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,lora,32,2,scaffold,auc,classification,0.7218627450980392,0.7626470588235295,0.040784313725490295,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,8,0,scaffold,auc,classification,0.8382791922739244,0.8254609306409131,-0.012818261633011363,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,8,1,scaffold,auc,classification,0.8371951219512195,0.8633275261324042,0.026132404181184676,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,8,2,scaffold,auc,classification,0.7371568627450981,0.7640196078431373,0.02686274509803921,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bace,dora,32,0,scaffold,auc,classification,0.8405618964003512,0.8254609306409131,-0.01510096575943809,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bace,dora,32,1,scaffold,auc,classification,0.8509581881533101,0.8633275261324042,0.012369337979094008,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bace,dora,32,2,scaffold,auc,classification,0.7236274509803922,0.7640196078431373,0.04039215686274511,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bace_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,8,0,scaffold,auc,classification,0.95638501503965,0.9604867377631938,0.00410172272354381,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,8,1,scaffold,auc,classification,0.9570909090909091,0.9585454545454546,0.0014545454545454861,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,8,2,scaffold,auc,classification,0.9831104855735397,0.9812338728594886,-0.0018766127140511513,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,lora,32,0,scaffold,auc,classification,0.9599398414000547,0.9604867377631938,0.0005468963631390933,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,lora,32,1,scaffold,auc,classification,0.9484848484848485,0.9585454545454546,0.010060606060606103,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,lora,32,2,scaffold,auc,classification,0.9781843771991555,0.9812338728594886,0.003049495660333079,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,8,0,scaffold,auc,classification,0.9559748427672956,0.9606234618539786,0.004648619086683015,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,8,1,scaffold,auc,classification,0.9574545454545454,0.9586666666666667,0.00121212121212122,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,8,2,scaffold,auc,classification,0.9835796387520526,0.981468449448745,-0.002111189303307559,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,bbbp,dora,32,0,scaffold,auc,classification,0.9595296691277003,0.9606234618539786,0.0010937927262782976,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,bbbp,dora,32,1,scaffold,auc,classification,0.948969696969697,0.9586666666666667,0.009696969696969648,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,bbbp,dora,32,2,scaffold,auc,classification,0.9784189537884119,0.981468449448745,0.003049495660333079,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,8,0,scaffold,mean_auc,classification,0.5288642679573669,0.4950535062294517,-0.03381076172791514,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,8,1,scaffold,mean_auc,classification,0.5959707306492713,0.6018222815705173,0.005851550921246007,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,8,2,scaffold,mean_auc,classification,0.558818314889483,0.5573064263023907,-0.0015118885870922805,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,lora,32,0,scaffold,mean_auc,classification,0.5126907500852667,0.4950535062294517,-0.017637243855814944,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,lora,32,1,scaffold,mean_auc,classification,0.5701284017262106,0.6018222815705173,0.031693879844306716,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,lora,32,2,scaffold,mean_auc,classification,0.5748062488216262,0.5573064263023907,-0.01749982251923554,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_lora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,8,0,scaffold,mean_auc,classification,0.5289699671099954,0.4953334821618785,-0.03363648494811694,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,8,1,scaffold,mean_auc,classification,0.593619304077036,0.5746667869650818,-0.018952517111954226,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,8,2,scaffold,mean_auc,classification,0.5595395461256626,0.5574993870667913,-0.002040159058871338,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
chemberta2,sider,dora,32,0,scaffold,mean_auc,classification,0.48573661629112724,0.4953334821618785,0.009596865870751259,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_chemberta2_scaffold_seed0/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed0/model.pt
chemberta2,sider,dora,32,1,scaffold,mean_auc,classification,0.5525375887154803,0.5746667869650818,0.022129198249601467,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_chemberta2_scaffold_seed1/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed1/model.pt
chemberta2,sider,dora,32,2,scaffold,mean_auc,classification,0.5627756908055158,0.5574993870667913,-0.005276303738724564,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_chemberta2_scaffold_seed2/model.pt,dumped/baseline_sider_dora_chemberta2_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,8,0,scaffold,rmse,regression,1.76609782411763,1.6782125695252592,0.08788525459237073,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,8,1,scaffold,rmse,regression,3.01105021813614,3.048959498290654,-0.037909280154514224,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,8,2,scaffold,rmse,regression,1.5142987928057072,1.7749547979482525,-0.2606560051425453,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,lora,32,0,scaffold,rmse,regression,1.8691647965513554,1.6782125695252592,0.19095222702609616,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,lora,32,1,scaffold,rmse,regression,3.0468031654693037,3.048959498290654,-0.002156332821350304,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,lora,32,2,scaffold,rmse,regression,1.5926665569021687,1.7749547979482525,-0.18228824104608377,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,8,0,scaffold,rmse,regression,1.640767772456826,1.9376164678207706,-0.29684869536394465,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,8,1,scaffold,rmse,regression,3.2073795998291037,3.185688326728035,0.021691273101068553,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,8,2,scaffold,rmse,regression,1.579724398369756,1.5082239567983509,0.07150044157140512,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,freesolv,dora,32,0,scaffold,rmse,regression,1.9315111446666404,1.9376164678207706,-0.006105323154130149,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,freesolv,dora,32,1,scaffold,rmse,regression,3.090348348395163,3.185688326728035,-0.09533997833287211,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,freesolv,dora,32,2,scaffold,rmse,regression,1.435901084330224,1.5082239567983509,-0.07232287246812685,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_freesolv_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_freesolv_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,lora,8,0,scaffold,rmse,regression,0.9072972199320785,0.8471421823232395,0.060155037608839,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,8,1,scaffold,rmse,regression,1.0525462702640453,0.954651438879548,0.0978948313844974,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,8,2,scaffold,rmse,regression,1.0001186062093865,0.9357313320714231,0.06438727413796341,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
