backbone,dataset,method,lora_alpha,seed,protocol,metric_type,task_type,n7_metric,alpha16_baseline_metric,paired_bad_diff_vs_alpha16,direction,n7_checkpoint,alpha16_baseline_checkpoint
molformer_c3,esol,lora,32,0,scaffold,rmse,regression,0.8532659309435696,0.8471421823232395,0.0061237486203301605,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,lora,32,1,scaffold,rmse,regression,0.9918646099313172,0.954651438879548,0.037213171051769245,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,lora,32,2,scaffold,rmse,regression,0.9742847888286512,0.9357313320714231,0.0385534567572281,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,8,0,scaffold,rmse,regression,0.8900437717175038,0.8032846537029855,0.0867591180145183,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,dora,8,1,scaffold,rmse,regression,1.0130806964880639,1.0358808752265953,-0.022800178738531462,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,dora,8,2,scaffold,rmse,regression,0.9639562316392344,0.9269931120673182,0.036963119571916225,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,esol,dora,32,0,scaffold,rmse,regression,0.824374035132641,0.8032846537029855,0.02108938142965544,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,esol,dora,32,1,scaffold,rmse,regression,0.9554228677283602,1.0358808752265953,-0.08045800749823517,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,esol,dora,32,2,scaffold,rmse,regression,0.9657493387803143,0.9269931120673182,0.03875622671299617,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_esol_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_esol_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,lora,8,0,scaffold,rmse,regression,0.6642331072490184,0.7138818825436888,-0.04964877529467038,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,lora,8,1,scaffold,rmse,regression,0.7600203138698413,0.7547963081727462,0.005224005697095024,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,lora,8,2,scaffold,rmse,regression,0.7850768395496025,0.7095989579567252,0.07547788159287727,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,lora,32,0,scaffold,rmse,regression,0.669816389759726,0.7138818825436888,-0.04406549278396277,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,lora,32,1,scaffold,rmse,regression,0.6953851683286513,0.7547963081727462,-0.05941113984409496,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,lora,32,2,scaffold,rmse,regression,0.7203787717308423,0.7095989579567252,0.010779813774117075,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,dora,8,0,scaffold,rmse,regression,0.690911304455216,0.6747392106481535,0.016172093807062526,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,dora,8,1,scaffold,rmse,regression,0.7627881099891465,0.7523448369700659,0.010443273019080546,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,dora,8,2,scaffold,rmse,regression,0.7575792956630855,0.7306481615348694,0.026931134128216017,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,dora,32,0,scaffold,rmse,regression,0.6769558835509942,0.6747392106481535,0.0022166729028407772,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,dora,32,1,scaffold,rmse,regression,0.7060768050110307,0.7523448369700659,-0.04626803195903528,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,dora,32,2,scaffold,rmse,regression,0.7587554806380946,0.7306481615348694,0.02810731910322517,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_lipo_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,lora,8,0,scaffold,auc,classification,0.826865671641791,0.7952589991220369,-0.03160667251975413,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,lora,8,1,scaffold,auc,classification,0.8534843205574912,0.8949477351916376,0.04146341463414638,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,lora,8,2,scaffold,auc,classification,0.8186274509803921,0.8011764705882353,-0.017450980392156867,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,lora,32,0,scaffold,auc,classification,0.8126426690079017,0.7952589991220369,-0.017383669885864816,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,lora,32,1,scaffold,auc,classification,0.8804878048780488,0.8949477351916376,0.014459930313588831,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,lora,32,2,scaffold,auc,classification,0.798235294117647,0.8011764705882353,0.002941176470588225,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,dora,8,0,scaffold,auc,classification,0.8256365232660229,0.7759438103599648,-0.049692712906058034,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,dora,8,1,scaffold,auc,classification,0.8777003484320558,0.8879790940766551,0.010278745644599296,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,dora,8,2,scaffold,auc,classification,0.8166666666666667,0.8037254901960784,-0.012941176470588234,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,dora,32,0,scaffold,auc,classification,0.8180860403863037,0.7759438103599648,-0.04214223002633888,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,dora,32,1,scaffold,auc,classification,0.9,0.8879790940766551,-0.012020905923344927,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,dora,32,2,scaffold,auc,classification,0.8337254901960784,0.8037254901960784,-0.030000000000000027,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bace_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,lora,8,0,scaffold,auc,classification,0.9712879409351928,0.9588460486737763,-0.012441892261416454,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,lora,8,1,scaffold,auc,classification,0.9413333333333334,0.945939393939394,0.0046060606060606135,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,lora,8,2,scaffold,auc,classification,0.9863945578231292,0.983814215341309,-0.0025803424818202636,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,lora,32,0,scaffold,auc,classification,0.9598031173092699,0.9588460486737763,-0.0009570686354936075,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,lora,32,1,scaffold,auc,classification,0.939030303030303,0.945939393939394,0.006909090909090976,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,lora,32,2,scaffold,auc,classification,0.9889749003049496,0.983814215341309,-0.005160684963640638,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,dora,8,0,scaffold,auc,classification,0.9574788077659283,0.9641782882143833,0.006699480448455031,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,dora,8,1,scaffold,auc,classification,0.9416969696969697,0.9461818181818182,0.004484848484848536,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,dora,8,2,scaffold,auc,classification,0.9863945578231292,0.9836969270466808,-0.0026976307764484675,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,dora,32,0,scaffold,auc,classification,0.9581624282198523,0.9641782882143833,0.006015859994531025,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,dora,32,1,scaffold,auc,classification,0.9412121212121212,0.9461818181818182,0.004969696969697068,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,dora,32,2,scaffold,auc,classification,0.9801782782078349,0.9836969270466808,0.0035186488388458947,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_bbbp_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,lora,8,0,scaffold,mean_auc,classification,0.5750476009669798,0.5764097098433578,0.0013621088763779987,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,lora,8,1,scaffold,mean_auc,classification,0.5783518887019184,0.607502351005624,0.02915046230370555,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,lora,8,2,scaffold,mean_auc,classification,0.5545457564786894,0.5494050441400998,-0.0051407123385895925,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,lora,32,0,scaffold,mean_auc,classification,0.5815773398988888,0.5764097098433578,-0.005167630055531003,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,lora,32,1,scaffold,mean_auc,classification,0.6034173071956568,0.607502351005624,0.004085043809967215,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,lora,32,2,scaffold,mean_auc,classification,0.5639743766064123,0.5494050441400998,-0.014569332466312424,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_lora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,dora,8,0,scaffold,mean_auc,classification,0.5758943927474451,0.5739636256738426,-0.0019307670736025129,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,dora,8,1,scaffold,mean_auc,classification,0.5878479923242526,0.6017814184908042,0.013933426166551688,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,dora,8,2,scaffold,mean_auc,classification,0.5535911364484511,0.550279131560163,-0.0033120048882882003,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha8_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,dora,32,0,scaffold,mean_auc,classification,0.5904247682661375,0.5739636256738426,-0.01646114259229492,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,dora,32,1,scaffold,mean_auc,classification,0.6038199174777232,0.6017814184908042,-0.0020384989869189907,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,dora,32,2,scaffold,mean_auc,classification,0.5637141775594185,0.550279131560163,-0.013435045999255602,positive = alpha variant worse than alpha=16 baseline in bad-space,dumped/n7_alpha_sensitivity_sider_dora_alpha32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed2/model.pt
